task_id,task_type,difficulty,episode_id,true_next_strain,true_next_resistance,recent_actions,current_strain,true_current_fatigue,future_actions,true_future_strain,true_future_resistance
I_hard_049,inverse,hard,E_hard_013,,,"[0.0058, 0.0847, 0.0576, 0.0799, -0.0277, -0.0297, -0.0309, -0.0308]",0.28090000000000004,0.389396028787104,,,
I_hard_050,inverse,hard,E_hard_014,,,"[-0.0192, 0.0047, 0.0326, 0.0549, -0.0027, -0.0547, 0.0491, -0.0558]",0.285569644111045,0.3948697670950917,,,
I_hard_051,inverse,hard,E_hard_015,,,"[0.0858, 0.0847, -0.0224, 0.0549, -0.0277, -0.0297, -0.0309, -0.0558]",0.2308972753219924,0.3531048371147302,,,
I_hard_052,inverse,hard,E_hard_016,,,"[0.0608, -0.0453, 0.0026, 0.0299, -0.0527, 0.0503, 0.0491, 0.0242]",0.3686327318732911,0.3304142244475501,,,
I_hard_053,inverse,hard,E_hard_017,,,"[-0.0442, -0.0203, 0.0576, -0.0001, 0.0523, -0.0297, 0.0741, 0.0242]",0.368742014098026,0.3390681661115266,,,
R_easy_000,rollout,easy,E_easy_000,,,,,,"[-0.0346, -0.0025, -0.0499, 0.0327, 0.0348, 0.0359, -0.0242, 0.0546, 0.0525, 0.0298, -0.0527, -0.0048, -0.0559, -0.0558, 0.0254, 0.0276, 0.0502, -0.0272, -0.0252, 0.0059, -0.0242, -0.0455, 0.0024, -0.0303, 0.0272, -0.0049, 0.0241, 0.0242, -0.0345, 0.0277]","[0.13403312415720978, 0.13153312415720977, 0.08163312415720977, 0.11433312415720978, 0.14913312415720978, 0.1850331241572098, 0.1608331241572098, 0.2154331241572098, 0.2679331241572098, 0.2977331241572098, 0.24503312415720982, 0.24023312415720982, 0.18433312415720982, 0.1285331241572098, 0.1539331241572098, 0.1815331241572098, 0.23173312415720979, 0.20453312415720978, 0.17933312415720978, 0.18523312415720977, 0.16103312415720977, 0.11553312415720977, 0.11793312415720977, 0.08763312415720978, 0.11483312415720978, 0.10993312415720978, 0.13403312415720978, 0.15823312415720978, 0.12373312415720977, 0.15143312415720978]","[135.1267639889491, 134.58730190487748, 125.09345540705247, 132.11800150207452, 139.68661221393825, 147.88168609160073, 143.18547523572167, 155.96683518127705, 169.04285631416946, 177.32127681572237, 167.24649404517078, 166.92247933514912, 155.56779822711826, 143.98543229417137, 149.80083900482592, 156.40646384116215, 168.93394083542097, 163.49852207014106, 158.2661874025016, 159.8179437209031, 154.63892213017053, 144.90129403472804, 145.33134373029273, 138.83360994541127, 145.10372090810606, 143.93328529824763, 149.50463276481312, 155.20246473450345, 147.71683812865655, 154.20121428501113]"
R_easy_001,rollout,easy,E_easy_001,,,,,,"[0.0254, -0.0025, 0.0001, -0.0273, -0.0452, 0.0059, -0.0242, 0.0346, 0.0525, -0.0302, -0.0527, -0.0348, 0.0241, 0.0442, -0.0046, 0.0276, 0.0302, 0.0028, 0.0348, -0.0241, -0.0442, -0.0455, 0.0324, -0.0003, -0.0328, -0.0049, -0.0559, 0.0442, 0.0255, -0.0023]","[0.15697250442213564, 0.15447250442213564, 0.15457250442213563, 0.12727250442213564, 0.08207250442213565, 0.08797250442213565, 0.06377250442213565, 0.09837250442213566, 0.15087250442213565, 0.12067250442213565, 0.06797250442213565, 0.03317250442213565, 0.05727250442213565, 0.10147250442213565, 0.09687250442213566, 0.12447250442213566, 0.15467250442213565, 0.15747250442213565, 0.19227250442213564, 0.16817250442213563, 0.12397250442213563, 0.07847250442213563, 0.11087250442213563, 0.11057250442213563, 0.07777250442213562, 0.07287250442213562, 0.016972504422135624, 0.06117250442213563, 0.08667250442213563, 0.08437250442213563]","[131.46267643868737, 131.01575366850545, 131.03148043501236, 126.17429641958776, 118.15311452324707, 119.26213283903896, 114.95844162562825, 121.56910332014347, 131.71037523631625, 126.27337852566781, 116.81659877252248, 110.57057536199565, 115.1820855531061, 123.72243966227293, 122.86213002009153, 128.2196316441643, 134.13849149894148, 134.68450412170301, 141.72164596855612, 137.34758717074246, 129.22513276836588, 120.87847205880435, 127.22136911462574, 127.12671027649434, 121.0809891251088, 120.14714480618824, 109.89170230976447, 118.52301412084036, 123.52146607159199, 123.05583148282774]"
R_easy_002,rollout,easy,E_easy_002,,,,,,"[-0.0046, -0.0325, 0.0501, 0.0327, 0.0348, 0.0059, 0.0358, 0.0046, 0.0325, -0.0502, -0.0027, -0.0548, -0.0059, -0.0358, -0.0546, -0.0324, 0.0302, 0.0028, 0.0548, 0.0059, -0.0242, 0.0045, -0.0476, 0.0497, -0.0028, 0.0251, -0.0559, -0.0058, -0.0045, 0.0477]","[0.06317902652367571, 0.030679026523675712, 0.08077902652367572, 0.11347902652367572, 0.14827902652367572, 0.1541790265236757, 0.1899790265236757, 0.1945790265236757, 0.2270790265236757, 0.1768790265236757, 0.1741790265236757, 0.1193790265236757, 0.1134790265236757, 0.0776790265236757, 0.023079026523675696, 0.0, 0.0302, 0.033, 0.0878, 0.0937, 0.0695, 0.07400000000000001, 0.026400000000000007, 0.0761, 0.0733, 0.0984, 0.0425, 0.0367, 0.032200000000000006, 0.0799]","[115.5081001847042, 109.68108944553492, 119.25213800561981, 125.53816528438325, 132.27408036511062, 133.39685282375476, 140.54945081637743, 141.59054240810605, 148.32213774012092, 139.1352865349943, 138.67710089453158, 128.54773799639915, 127.40935124069375, 120.79434169752889, 110.75657157337949, 106.48220498702734, 112.30687233313034, 112.80401681803104, 123.50314666655233, 124.60926666432337, 120.08441587142427, 120.91389261867842, 112.08687727774995, 121.8090511998419, 121.23000286484259, 126.14083318192215, 115.70323813398458, 114.571138903261, 113.68148050892785, 123.05112441282394]"
R_easy_003,rollout,easy,E_easy_003,,,,,,"[-0.0346, -0.0525, 0.0301, -0.0273, 0.0548, 0.0359, -0.0242, 0.0546, -0.0275, -0.0002, -0.0327, 0.0452, -0.0359, -0.0558, -0.0046, 0.0476, 0.0502, 0.0328, 0.0548, 0.0559, 0.0058, -0.0255, 0.0324, 0.0297, -0.0528, -0.0549, 0.0241, -0.0358, 0.0455, -0.0323]","[0.09863137266497976, 0.04613137266497976, 0.07623137266497976, 0.04893137266497975, 0.10373137266497975, 0.13963137266497977, 0.11543137266497977, 0.17003137266497978, 0.14253137266497978, 0.14233137266497978, 0.10963137266497977, 0.15483137266497976, 0.11893137266497976, 0.06313137266497976, 0.05853137266497976, 0.10613137266497977, 0.15633137266497976, 0.18913137266497976, 0.24393137266497977, 0.2998313726649798, 0.30563137266497975, 0.2801313726649797, 0.3125313726649797, 0.3422313726649797, 0.2894313726649797, 0.2345313726649797, 0.2586313726649797, 0.2228313726649797, 0.2683313726649797, 0.2360313726649797]","[124.23756792243107, 114.6394171640038, 120.73219137075313, 115.69517619045534, 126.91372140925546, 134.34915270644197, 129.7825226470956, 141.356790481051, 136.10635925055468, 136.00474710071555, 129.79025270637743, 139.3250984898171, 132.44745154472298, 121.82301298590347, 120.89429456276497, 130.87137135487683, 141.59200915064042, 148.88972183384467, 161.5417689844694, 175.14471713603973, 177.53945275781805, 173.2039423870432, 181.79834224627072, 190.13495500654352, 179.95551380917567, 168.86079971345723, 175.1473166511419, 167.9011823459273, 179.37344547690773, 172.85926648187964]"
R_easy_004,rollout,easy,E_easy_004,,,,,,"[-0.0046, -0.0325, 0.0501, 0.0327, 0.0348, -0.0441, -0.0442, 0.0546, 0.0025, -0.0302, -0.0027, 0.0252, 0.0441, -0.0358, 0.0454, -0.0524, 0.0002, 0.0328, -0.0452, -0.0441, 0.0058, 0.0545, 0.0024, 0.0497, 0.0272, -0.0049, 0.0241, -0.0558, -0.0545, 0.0277]","[0.09373078362396212, 0.061230783623962115, 0.11133078362396212, 0.14403078362396213, 0.17883078362396213, 0.13473078362396212, 0.09053078362396212, 0.14513078362396212, 0.14763078362396212, 0.11743078362396212, 0.11473078362396212, 0.1399307836239621, 0.1840307836239621, 0.1482307836239621, 0.1936307836239621, 0.1412307836239621, 0.1414307836239621, 0.1742307836239621, 0.12903078362396211, 0.08493078362396211, 0.09073078362396211, 0.1452307836239621, 0.14763078362396212, 0.1973307836239621, 0.22453078362396212, 0.21963078362396213, 0.24373078362396214, 0.18793078362396215, 0.13343078362396216, 0.16113078362396216]","[125.04347103420078, 118.9657743436998, 129.38293215636676, 136.24745445097756, 143.83732009177544, 135.36262302503138, 126.8971358617928, 138.50905580234462, 138.958394013059, 133.08051951137597, 132.47787677589997, 137.81970847482876, 147.5764562490066, 140.51166158410155, 150.70063441822, 140.30179677297906, 140.23874907876578, 147.53115909636657, 138.50818245913823, 129.7401452233994, 130.90285285637646, 142.78395382233305, 143.19758444110562, 154.536023790868, 161.12662611930486, 160.50291241511832, 166.60191622635404, 155.26043529850713, 143.9579420013383, 150.18624037230464]"
R_easy_005,rollout,easy,E_easy_005,,,,,,"[-0.0546, 0.0475, -0.0299, 0.0027, 0.0548, -0.0241, -0.0242, 0.0046, -0.0475, -0.0502, -0.0327, -0.0048, -0.0359, 0.0242, 0.0454, -0.0024, -0.0298, 0.0328, 0.0548, 0.0559, -0.0442, -0.0255, -0.0276, -0.0303, 0.0272, -0.0049, -0.0559, 0.0242, 0.0255, -0.0523]","[0.0394936747607225, 0.0869936747607225, 0.05709367476072251, 0.05979367476072251, 0.11459367476072252, 0.09049367476072252, 0.06629367476072252, 0.07089367476072253, 0.02339367476072253, 0.0, 0.0, 0.0, 0.0, 0.0242, 0.0696, 0.0672, 0.037399999999999996, 0.0702, 0.125, 0.1809, 0.1367, 0.1112, 0.0836, 0.05329999999999999, 0.08049999999999999, 0.07559999999999999, 0.01969999999999999, 0.04389999999999999, 0.06939999999999999, 0.01709999999999999]","[113.32120199196542, 123.32147821824161, 117.7657465157151, 118.29130936043718, 130.00445056627152, 125.4397838649178, 120.86513106632627, 121.79690253279493, 112.88347952451475, 108.43242842893048, 108.32971020443023, 108.27339360335044, 108.1674691088399, 113.24568522791577, 122.94922415932385, 122.4309410164903, 116.74243608764796, 123.78678610914703, 135.80182119614432, 148.59173904649114, 139.81022060887827, 134.71992438609735, 129.23381741020452, 123.23728363814593, 129.20802442077962, 128.1568026433725, 117.13111333667798, 122.40978055448409, 128.0239818111002, 117.60376421211728]"
R_easy_006,rollout,easy,E_easy_006,,,,,,"[-0.0546, -0.0025, 0.0001, -0.0273, -0.0252, -0.0241, -0.0242, 0.0346, 0.0325, -0.0302, 0.0473, 0.0452, -0.0059, -0.0358, -0.0046, 0.0476, 0.0302, 0.0328, 0.0048, 0.0359, -0.0242, 0.0345, -0.0276, 0.0297, 0.0472, -0.0549, -0.0059, -0.0558, 0.0255, -0.0523]","[0.14085520983636318, 0.13835520983636318, 0.13845520983636317, 0.11115520983636316, 0.08595520983636316, 0.06185520983636317, 0.03765520983636317, 0.07225520983636316, 0.10475520983636316, 0.07455520983636316, 0.12185520983636317, 0.16705520983636316, 0.16115520983636317, 0.12535520983636317, 0.12075520983636318, 0.16835520983636318, 0.19855520983636318, 0.23135520983636318, 0.23615520983636318, 0.27205520983636317, 0.24785520983636317, 0.2823552098363632, 0.2547552098363632, 0.2844552098363632, 0.3316552098363632, 0.2767552098363632, 0.2708552098363632, 0.21505520983636317, 0.24055520983636317, 0.18825520983636318]","[138.84799648652967, 138.26511025264818, 138.18952970851169, 132.81931720672375, 127.86974921923506, 123.14583846297253, 118.41584684955698, 125.90520484667053, 133.0180831669335, 127.02751251736575, 137.50064463833831, 147.81405629956657, 146.60035101353986, 139.33072950990228, 138.29551141040324, 149.22955117042866, 156.54143776416973, 164.86768799585704, 166.63886961029155, 176.28051204584557, 171.8912461056045, 181.42362711281135, 176.25204839352318, 184.71921688188232, 198.28531788594807, 186.94354803936957, 186.5205680765001, 174.2745044753358, 181.34201320860825, 169.54244952288627]"
R_easy_007,rollout,easy,E_easy_007,,,,,,"[-0.0046, -0.0025, 0.0501, -0.0473, -0.0452, -0.0241, 0.0558, 0.0046, 0.0325, 0.0298, -0.0327, 0.0452, 0.0241, -0.0358, -0.0346, -0.0324, -0.0498, 0.0028, 0.0548, 0.0059, 0.0058, 0.0345, 0.0024, 0.0497, 0.0272, -0.0049, -0.0359, 0.0442, 0.0255, 0.0477]","[0.08798295535964831, 0.08548295535964831, 0.13558295535964832, 0.08828295535964831, 0.04308295535964831, 0.01898295535964831, 0.07478295535964831, 0.07938295535964832, 0.11188295535964832, 0.1416829553596483, 0.1089829553596483, 0.1541829553596483, 0.1782829553596483, 0.1424829553596483, 0.10788295535964831, 0.07548295535964832, 0.02568295535964832, 0.02848295535964832, 0.08328295535964832, 0.08918295535964832, 0.09498295535964832, 0.12948295535964832, 0.13188295535964834, 0.18158295535964833, 0.20878295535964833, 0.20388295535964834, 0.16798295535964836, 0.21218295535964837, 0.23768295535964837, 0.28538295535964836]","[119.42797224082103, 118.95597927627614, 129.1109710222179, 120.58167770562146, 112.44298439334973, 108.09452397080798, 119.36035373107087, 120.25961464774815, 126.90931646578368, 133.06236620492308, 126.98810366734678, 136.4315157618876, 141.6759156248122, 134.90893032448236, 128.3825022586643, 122.28135939590847, 112.95959075433248, 113.48404816696214, 124.86735467741727, 126.04382504135395, 127.20003168747297, 134.4641725224733, 134.8987544168584, 145.76196080284703, 152.0478159588478, 151.3862101896149, 144.42925287013, 154.53071301891052, 160.7797477435068, 172.55988782292562]"
