task_id,difficulty,model,horizon,mean_strain_error,mean_resistance_error
R_easy_007,easy,Oracle simulator,10,0.0,0.0
R_easy_007,easy,Oracle simulator,20,0.0,0.0
R_easy_007,easy,Oracle simulator,30,0.0,0.0
R_easy_008,easy,Random baseline,1,0.021149273906063776,123.75551088005355
R_easy_008,easy,Random baseline,5,0.07857334587459477,91.57673348749532
R_easy_008,easy,Random baseline,10,0.10528457688646095,91.40493358796246
R_easy_008,easy,Random baseline,20,0.12739751393712673,85.75550009777702
R_easy_008,easy,Random baseline,30,0.11887422073725137,81.0470935811291
R_easy_008,easy,Last-value baseline,1,4.7378305595424663e-07,5.659596645413416
R_easy_008,easy,Last-value baseline,5,4.7378305595424663e-07,10.676444194914335
R_easy_008,easy,Last-value baseline,10,4.7378305595424663e-07,13.048101465931023
R_easy_008,easy,Last-value baseline,20,4.7378305595424663e-07,10.256603020960567
R_easy_008,easy,Last-value baseline,30,4.7378305595424663e-07,14.193427893319063
R_easy_008,easy,Curve-fit baseline,1,4.7378305595424663e-07,1.0853520223317332
R_easy_008,easy,Curve-fit baseline,5,4.7378305595424663e-07,2.231407769000282
R_easy_008,easy,Curve-fit baseline,10,4.7378305595424663e-07,4.364604994935192
R_easy_008,easy,Curve-fit baseline,20,4.7378305595424663e-07,8.029586984702117
R_easy_008,easy,Curve-fit baseline,30,4.7378305595424663e-07,10.589878199982545
R_easy_008,easy,Oracle simulator,1,0.0,0.0
R_easy_008,easy,Oracle simulator,5,0.0,0.0
R_easy_008,easy,Oracle simulator,10,0.0,0.0
R_easy_008,easy,Oracle simulator,20,0.0,0.0
R_easy_008,easy,Oracle simulator,30,0.0,0.0
R_easy_009,easy,Random baseline,1,0.06198601640274076,137.34946321999712
R_easy_009,easy,Random baseline,5,0.1602137941957275,121.298620611264
R_easy_009,easy,Random baseline,10,0.1384801543951162,93.7781042930457
R_easy_009,easy,Random baseline,20,0.12752388341411622,87.07322412448934
R_easy_009,easy,Random baseline,30,0.144988438309586,95.13534694538606
R_easy_009,easy,Last-value baseline,1,1.6826751154108699e-06,8.809277006256195
R_easy_009,easy,Last-value baseline,5,1.6826751154108699e-06,14.678985071912459
R_easy_009,easy,Last-value baseline,10,1.6826751154108699e-06,17.714563913596752
R_easy_009,easy,Last-value baseline,20,1.6826751154108699e-06,20.793585621886375
R_easy_009,easy,Last-value baseline,30,1.6826751154108699e-06,18.11414456911375
R_easy_009,easy,Curve-fit baseline,1,1.6826751154108699e-06,1.6130361675341192
R_easy_009,easy,Curve-fit baseline,5,1.6826751154108699e-06,1.8724289008384063
R_easy_009,easy,Curve-fit baseline,10,1.6826751154108699e-06,2.3841781955421224
R_easy_009,easy,Curve-fit baseline,20,1.6826751154108699e-06,3.7505436078506946
R_easy_009,easy,Curve-fit baseline,30,1.6826751154108699e-06,4.300941454973594
R_easy_009,easy,Oracle simulator,1,0.0,0.0
R_easy_009,easy,Oracle simulator,5,0.0,0.0
R_easy_009,easy,Oracle simulator,10,0.0,0.0
R_easy_009,easy,Oracle simulator,20,0.0,0.0
R_easy_009,easy,Oracle simulator,30,0.0,0.0
R_easy_010,easy,Random baseline,1,0.1509621080141738,60.3536144075356
R_easy_010,easy,Random baseline,5,0.08840579589751367,60.905942460408006
R_easy_010,easy,Random baseline,10,0.08569039251878537,75.50933056723876
R_easy_010,easy,Random baseline,20,0.14755164607577925,78.5238394936945
R_easy_010,easy,Random baseline,30,0.13273003548502402,76.41340507459518
R_easy_010,easy,Last-value baseline,1,5.2170331860112995e-08,6.174227088329303
R_easy_010,easy,Last-value baseline,5,5.2170331860112995e-08,4.784316349414047
R_easy_010,easy,Last-value baseline,10,5.217033184901076e-08,6.546035820829485
R_easy_010,easy,Last-value baseline,20,5.217033184068409e-08,15.262175272996824
R_easy_010,easy,Last-value baseline,30,5.2170331837908536e-08,14.64733663605021
R_easy_010,easy,Curve-fit baseline,1,5.2170331860112995e-08,1.0544603096124092
R_easy_010,easy,Curve-fit baseline,5,5.2170331860112995e-08,3.4024194716912177
R_easy_010,easy,Curve-fit baseline,10,5.217033184901076e-08,6.06314854675103
R_easy_010,easy,Curve-fit baseline,20,5.217033184068409e-08,9.128985702943357
R_easy_010,easy,Curve-fit baseline,30,5.2170331837908536e-08,11.815750013573501
R_easy_010,easy,Oracle simulator,1,0.0,0.0
R_easy_010,easy,Oracle simulator,5,0.0,0.0
R_easy_010,easy,Oracle simulator,10,0.0,0.0
R_easy_010,easy,Oracle simulator,20,0.0,0.0
R_easy_010,easy,Oracle simulator,30,0.0,0.0
R_easy_011,easy,Random baseline,1,0.2897962477324659,25.20094895298797
R_easy_011,easy,Random baseline,5,0.2495746705731896,68.29114142308124
R_easy_011,easy,Random baseline,10,0.21393658587051054,71.9173949340146
R_easy_011,easy,Random baseline,20,0.16923027895413276,90.7675371767975
R_easy_011,easy,Random baseline,30,0.14673686794177646,80.76463533910893
R_easy_011,easy,Last-value baseline,1,0.0,9.913280829731377
R_easy_011,easy,Last-value baseline,5,0.0,6.154158492372287
R_easy_011,easy,Last-value baseline,10,0.0,6.561306614178639
R_easy_011,easy,Last-value baseline,20,0.0,13.852025844844627
R_easy_011,easy,Last-value baseline,30,0.0,27.630022045123045
R_easy_011,easy,Curve-fit baseline,1,0.0,2.3317163512037666
R_easy_011,easy,Curve-fit baseline,5,0.0,2.709124213962204
R_easy_011,easy,Curve-fit baseline,10,0.0,3.5187892862904393
R_easy_011,easy,Curve-fit baseline,20,0.0,6.640830712149979
R_easy_011,easy,Curve-fit baseline,30,0.0,13.966681922320555
R_easy_011,easy,Oracle simulator,1,0.0,0.0
R_easy_011,easy,Oracle simulator,5,0.0,0.0
R_easy_011,easy,Oracle simulator,10,0.0,0.0
R_easy_011,easy,Oracle simulator,20,0.0,0.0
R_easy_011,easy,Oracle simulator,30,0.0,0.0
R_easy_012,easy,Random baseline,1,0.2454812842116936,31.77816904255812
R_easy_012,easy,Random baseline,5,0.1356137650134175,60.0586775225064
R_easy_012,easy,Random baseline,10,0.11008238400377564,68.46917766422844
R_easy_012,easy,Random baseline,20,0.11362670323907623,73.73513065335177
R_easy_012,easy,Random baseline,30,0.10552892291792756,72.86193993252522
R_easy_012,easy,Last-value baseline,1,1.2916445822908074e-06,5.8176973554598135
R_easy_012,easy,Last-value baseline,5,1.2916445822908074e-06,16.585016870325013
R_easy_012,easy,Last-value baseline,10,1.2916445822908074e-06,17.881818993498058
R_easy_012,easy,Last-value baseline,20,1.2916445822908074e-06,19.33125827465441
R_easy_012,easy,Last-value baseline,30,1.2916445822908074e-06,24.457504402242307
R_easy_012,easy,Curve-fit baseline,1,1.2916445822908074e-06,0.3803242442611463
R_easy_012,easy,Curve-fit baseline,5,1.2916445822908074e-06,1.8561409500142532
R_easy_012,easy,Curve-fit baseline,10,1.2916445822908074e-06,4.561112013421703
R_easy_012,easy,Curve-fit baseline,20,1.2916445822908074e-06,9.78986521388732
R_easy_012,easy,Curve-fit baseline,30,1.2916445822908074e-06,14.271034788248846
R_easy_012,easy,Oracle simulator,1,0.0,0.0
R_easy_012,easy,Oracle simulator,5,0.0,0.0
R_easy_012,easy,Oracle simulator,10,0.0,0.0
R_easy_012,easy,Oracle simulator,20,0.0,0.0
R_easy_012,easy,Oracle simulator,30,0.0,0.0
R_easy_013,easy,Random baseline,1,0.12542378356722667,12.671863511913799
R_easy_013,easy,Random baseline,5,0.0876277439440455,57.98373235448762
R_easy_013,easy,Random baseline,10,0.08763878158276889,66.66683018922028
R_easy_013,easy,Random baseline,20,0.09979490795514148,64.51216578892152
R_easy_013,easy,Random baseline,30,0.11865526555040812,61.07095845536808
R_easy_013,easy,Last-value baseline,1,1.6105980719105517e-06,5.312464053138129
R_easy_013,easy,Last-value baseline,5,1.6105980719105517e-06,7.438830012233166
R_easy_013,easy,Last-value baseline,10,1.6105980719105517e-06,10.524550842111832
R_easy_013,easy,Last-value baseline,20,1.6105980719105517e-06,8.994458823337345
R_easy_013,easy,Last-value baseline,30,1.6105980719105517e-06,12.970595053551138
R_easy_013,easy,Curve-fit baseline,1,1.6105980719105517e-06,2.653035380424569
R_easy_013,easy,Curve-fit baseline,5,1.6105980719105517e-06,4.098674757700005
R_easy_013,easy,Curve-fit baseline,10,1.6105980719105517e-06,5.4432874926272445
R_easy_013,easy,Curve-fit baseline,20,1.6105980719105517e-06,6.755125624566711
R_easy_013,easy,Curve-fit baseline,30,1.6105980719105517e-06,9.518232096476579
R_easy_013,easy,Oracle simulator,1,0.0,0.0
R_easy_013,easy,Oracle simulator,5,0.0,0.0
R_easy_013,easy,Oracle simulator,10,0.0,0.0
R_easy_013,easy,Oracle simulator,20,0.0,0.0
R_easy_013,easy,Oracle simulator,30,0.0,0.0
R_easy_014,easy,Random baseline,1,0.33709759261632555,9.752612978758947
R_easy_014,easy,Random baseline,5,0.252573710810826,100.65333096482433
R_easy_014,easy,Random baseline,10,0.19196152015536128,90.93660523336042
R_easy_014,easy,Random baseline,20,0.1416723505210088,71.84288999535721
R_easy_014,easy,Random baseline,30,0.12187875192277399,68.19763337386368
R_easy_014,easy,Last-value baseline,1,1.7511959712890324e-07,6.155695999465962
R_easy_014,easy,Last-value baseline,5,3.5023919425780646e-08,6.263909845954879
R_easy_014,easy,Last-value baseline,10,1.7511959712890323e-08,10.389181015768356
R_easy_014,easy,Last-value baseline,20,8.755979856445162e-09,28.453342158157124
R_easy_014,easy,Last-value baseline,30,5.837319904296775e-09,31.04632256946246
R_easy_014,easy,Curve-fit baseline,1,1.7511959712890324e-07,2.5774647783732547
R_easy_014,easy,Curve-fit baseline,5,3.5023919425780646e-08,3.4193884748023917
R_easy_014,easy,Curve-fit baseline,10,1.7511959712890323e-08,3.414569852868611
R_easy_014,easy,Curve-fit baseline,20,8.755979856445162e-09,7.686494718253739
R_easy_014,easy,Curve-fit baseline,30,5.837319904296775e-09,11.093232744417744
R_easy_014,easy,Oracle simulator,1,0.0,0.0
R_easy_014,easy,Oracle simulator,5,0.0,0.0
R_easy_014,easy,Oracle simulator,10,0.0,0.0
R_easy_014,easy,Oracle simulator,20,0.0,0.0
R_easy_014,easy,Oracle simulator,30,0.0,0.0
R_easy_015,easy,Random baseline,1,0.2962648358941248,98.59026879690752
R_easy_015,easy,Random baseline,5,0.2671972416561862,78.72178312261529
R_easy_015,easy,Random baseline,10,0.17512028821791586,63.82170785218365
R_easy_015,easy,Random baseline,20,0.18898684646005606,74.45947146435853
R_easy_015,easy,Random baseline,30,0.1649743302024036,82.55782359196688
R_easy_015,easy,Last-value baseline,1,1.7027880536979456e-06,6.448076509547732
R_easy_015,easy,Last-value baseline,5,1.7027880536979456e-06,10.435067335238188
R_easy_015,easy,Last-value baseline,10,1.7027880536979456e-06,8.990728009368357
R_easy_015,easy,Last-value baseline,20,1.1068122349036646e-06,11.586537731266
R_easy_015,easy,Last-value baseline,30,7.378748232691098e-07,9.803918617849623
R_easy_015,easy,Curve-fit baseline,1,1.7027880536979456e-06,1.642218249871874
R_easy_015,easy,Curve-fit baseline,5,1.7027880536979456e-06,2.89756307546464
R_easy_015,easy,Curve-fit baseline,10,1.7027880536979456e-06,3.780796754866999
R_easy_015,easy,Curve-fit baseline,20,1.1068122349036646e-06,5.677909038455562
R_easy_015,easy,Curve-fit baseline,30,7.378748232691098e-07,7.004736865301585
R_easy_015,easy,Oracle simulator,1,0.0,0.0
R_easy_015,easy,Oracle simulator,5,0.0,0.0
R_easy_015,easy,Oracle simulator,10,0.0,0.0
R_easy_015,easy,Oracle simulator,20,0.0,0.0
R_easy_015,easy,Oracle simulator,30,0.0,0.0
R_easy_016,easy,Random baseline,1,0.10454120653096288,22.133254741980465
R_easy_016,easy,Random baseline,5,0.07276041896651912,79.69530755454983
R_easy_016,easy,Random baseline,10,0.1350316067213459,93.55975780123202
R_easy_016,easy,Random baseline,20,0.11543590439017096,85.6756969418965
R_easy_016,easy,Random baseline,30,0.1177961948884175,84.96070379856215
R_easy_016,easy,Last-value baseline,1,0.0,9.66058249049216
R_easy_016,easy,Last-value baseline,5,0.0,15.858864525463607
R_easy_016,easy,Last-value baseline,10,0.0,14.200321059096257
R_easy_016,easy,Last-value baseline,20,0.0,17.080623554832602
R_easy_016,easy,Last-value baseline,30,0.0,20.52012892210934
R_easy_016,easy,Curve-fit baseline,1,0.0,3.747940269510451
R_easy_016,easy,Curve-fit baseline,5,0.0,5.160790718919486
R_easy_016,easy,Curve-fit baseline,10,0.0,6.117649030428692
R_easy_016,easy,Curve-fit baseline,20,0.0,8.658431690448023
R_easy_016,easy,Curve-fit baseline,30,0.0,11.125549844227415
R_easy_016,easy,Oracle simulator,1,0.0,0.0
R_easy_016,easy,Oracle simulator,5,0.0,0.0
R_easy_016,easy,Oracle simulator,10,0.0,0.0
R_easy_016,easy,Oracle simulator,20,0.0,0.0
R_easy_016,easy,Oracle simulator,30,0.0,0.0
R_easy_017,easy,Random baseline,1,0.060383844412963156,111.86423634638155
R_easy_017,easy,Random baseline,5,0.13040378620451948,111.6754756733967
R_easy_017,easy,Random baseline,10,0.11779533302212038,105.16577198249858
R_easy_017,easy,Random baseline,20,0.1250199005939791,91.71601366512871
R_easy_017,easy,Random baseline,30,0.11050721785364086,81.86829511636175
R_easy_017,easy,Last-value baseline,1,4.400895008083161e-06,10.154288774515692
R_easy_017,easy,Last-value baseline,5,4.400895008083161e-06,5.545997129277675
R_easy_017,easy,Last-value baseline,10,4.400895008083161e-06,10.44718462443743
R_easy_017,easy,Last-value baseline,20,4.400895008083161e-06,25.01048095931857
R_easy_017,easy,Last-value baseline,30,4.400895008083161e-06,35.12858494977991
R_easy_017,easy,Curve-fit baseline,1,4.400895008083161e-06,2.2608046132121586
R_easy_017,easy,Curve-fit baseline,5,4.400895008083161e-06,3.0701854097584684
R_easy_017,easy,Curve-fit baseline,10,4.400895008083161e-06,5.261957821161575
R_easy_017,easy,Curve-fit baseline,20,4.400895008083161e-06,12.51059639698649
R_easy_017,easy,Curve-fit baseline,30,4.400895008083161e-06,19.818097150009454
R_easy_017,easy,Oracle simulator,1,0.0,0.0
R_easy_017,easy,Oracle simulator,5,0.0,0.0
R_easy_017,easy,Oracle simulator,10,0.0,0.0
R_easy_017,easy,Oracle simulator,20,0.0,0.0
R_easy_017,easy,Oracle simulator,30,0.0,0.0
R_medium_018,medium,Random baseline,1,0.10244942444854221,18.108314637531635
R_medium_018,medium,Random baseline,5,0.15003857070484755,75.23747811933528
R_medium_018,medium,Random baseline,10,0.13706837802960692,72.19486143855991
R_medium_018,medium,Random baseline,20,0.14587425621199906,78.87528545487304
R_medium_018,medium,Random baseline,30,0.12755854954927995,77.79726800914221
R_medium_018,medium,Last-value baseline,1,4.822899214718124e-06,8.130204614397513
R_medium_018,medium,Last-value baseline,5,4.822899214718124e-06,8.293183250015094
R_medium_018,medium,Last-value baseline,10,4.822899214718124e-06,12.391363958300063
R_medium_018,medium,Last-value baseline,20,4.82289921472645e-06,30.92642240332084
R_medium_018,medium,Last-value baseline,30,4.822899214742179e-06,57.43621546412543
R_medium_018,medium,Curve-fit baseline,1,4.822899214718124e-06,10.253652478621632
R_medium_018,medium,Curve-fit baseline,5,4.822899214718124e-06,13.770813123664022
R_medium_018,medium,Curve-fit baseline,10,4.822899214718124e-06,16.01350072612785
R_medium_018,medium,Curve-fit baseline,20,4.82289921472645e-06,30.341810998165954
R_medium_018,medium,Curve-fit baseline,30,4.822899214742179e-06,49.63804478528365
R_medium_018,medium,Oracle simulator,1,0.0,0.0
R_medium_018,medium,Oracle simulator,5,0.0,0.0
R_medium_018,medium,Oracle simulator,10,0.0,0.0
R_medium_018,medium,Oracle simulator,20,0.0,0.0
R_medium_018,medium,Oracle simulator,30,0.0,0.0
R_medium_019,medium,Random baseline,1,0.2997361111120999,83.37792460009042
R_medium_019,medium,Random baseline,5,0.14552263048162425,22.624761140068518
R_medium_019,medium,Random baseline,10,0.13946965241795622,45.09414150106953
R_medium_019,medium,Random baseline,20,0.12277200721205686,56.293557297055294
R_medium_019,medium,Random baseline,30,0.12386261531830198,60.3124111873672
R_medium_019,medium,Last-value baseline,1,4.556346157286173e-06,9.703005924829242
R_medium_019,medium,Last-value baseline,5,4.556346157286173e-06,24.16375370113481
R_medium_019,medium,Last-value baseline,10,4.556346157286173e-06,24.620033107133747
R_medium_019,medium,Last-value baseline,20,4.556346157286173e-06,37.2203192349089
R_medium_019,medium,Last-value baseline,30,4.556346157276921e-06,42.969633943103055
