task_type,task_id,difficulty,model,strain_true,strain_pred,resistance_true,resistance_pred,strain_error,resistance_error,normalized_error,score,damage_rate_true,damage_rate_pred,recovery_rate_true,recovery_rate_pred,damage_rate_error,recovery_rate_error,horizon,mean_strain_error,mean_resistance_error
forward,F_easy_004,easy,Last-value baseline,0.0824135825180543,0.0824135825180543,112.33304735719396,112.94103505129407,0.0,0.6079876941001032,0.024319507764004128,0.9762578886961829,,,,,,,,,
forward,F_easy_004,easy,Curve-fit baseline,0.0824135825180543,0.0824135825180543,112.33304735719396,112.26608141499241,0.0,0.0669659422015485,0.00267863768806194,0.9973285182436537,,,,,,,,,
forward,F_easy_004,easy,Oracle simulator,0.0824135825180543,0.0824135825180543,112.33304735719396,112.33304735719396,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_easy_005,easy,Random baseline,0.0,0.23494733968265186,101.57653139022962,277.051121366123,0.23494733968265186,175.47458997589342,11.717930392688775,0.07862914555460025,,,,,,,,,
forward,F_easy_005,easy,Last-value baseline,0.0,0.0,101.57653139022962,101.59857823112529,0.0,0.022046840895669106,0.0008818736358267642,0.999118903380053,,,,,,,,,
forward,F_easy_005,easy,Curve-fit baseline,0.0,0.0,101.57653139022962,101.62348277618368,0.0,0.04695138595405979,0.0018780554381623916,0.9981254650424088,,,,,,,,,
forward,F_easy_005,easy,Oracle simulator,0.0,0.0,101.57653139022962,101.57653139022962,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_easy_006,easy,Random baseline,0.10340527102052494,0.22765506450717982,116.75153590220765,84.32124104621012,0.12424979348665488,32.43029485599753,3.782207663972999,0.2091084432684825,,,,,,,,,
forward,F_easy_006,easy,Last-value baseline,0.10340527102052494,0.10340527102052494,116.75153590220765,117.41044431055566,0.0,0.6589084083480117,0.02635633633392047,0.9743204816876138,,,,,,,,,
forward,F_easy_006,easy,Curve-fit baseline,0.10340527102052494,0.10340527102052494,116.75153590220765,116.56903657830416,0.0,0.18249932390348533,0.007299972956139413,0.9927529304555464,,,,,,,,,
forward,F_easy_006,easy,Oracle simulator,0.10340527102052494,0.10340527102052494,116.75153590220765,116.75153590220765,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_easy_007,easy,Random baseline,0.04989999999999998,0.21677593847327636,113.46746119648942,294.21773766192837,0.1668759384732764,180.75027646543896,10.567529828083085,0.08644888017251952,,,,,,,,,
forward,F_easy_007,easy,Last-value baseline,0.04989999999999998,0.04989999999999998,113.46746119648942,122.5300030908497,0.0,9.06254189436028,0.36250167577441117,0.7339440514314418,,,,,,,,,
forward,F_easy_007,easy,Curve-fit baseline,0.04989999999999998,0.04989999999999998,113.46746119648942,115.69421866415226,0.0,2.2267574676628357,0.08907029870651342,0.9182143716412962,,,,,,,,,
forward,F_easy_007,easy,Oracle simulator,0.04989999999999998,0.04989999999999998,113.46746119648942,113.46746119648942,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_easy_008,easy,Random baseline,0.10084242569833962,0.2974104202522851,119.69456504171771,252.85556607726193,0.19656799455394547,133.16100103554422,9.257799932500678,0.09748679118137342,,,,,,,,,
forward,F_easy_008,easy,Last-value baseline,0.10084242569833962,0.10084242569833962,119.69456504171771,111.9592056517704,0.0,7.735359389947305,0.3094143755978922,0.7637001843235375,,,,,,,,,
forward,F_easy_008,easy,Curve-fit baseline,0.10084242569833962,0.10084242569833962,119.69456504171771,119.17696184598863,0.0,0.5176031957290803,0.020704127829163213,0.979715838052701,,,,,,,,,
forward,F_easy_008,easy,Oracle simulator,0.10084242569833962,0.10084242569833962,119.69456504171771,119.69456504171771,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_easy_009,easy,Random baseline,0.052265665860696954,0.0046643353927629414,109.51423962982525,170.23402244174903,0.047601330467934015,60.71978281192378,3.3808179218356313,0.22826787550690633,,,,,,,,,
forward,F_easy_009,easy,Last-value baseline,0.052265665860696954,0.052265665860696954,109.51423962982525,105.87106244261457,0.0,3.643177187210682,0.14572708748842728,0.872808202686489,,,,,,,,,
forward,F_easy_009,easy,Curve-fit baseline,0.052265665860696954,0.052265665860696954,109.51423962982525,109.10974012582258,0.0,0.404499504002672,0.01617998016010688,0.9840776432561115,,,,,,,,,
forward,F_easy_009,easy,Oracle simulator,0.052265665860696954,0.052265665860696954,109.51423962982525,109.51423962982525,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_easy_010,easy,Random baseline,0.14223159903402666,0.33920482934898083,119.07442655633821,86.71355303716669,0.19697323031495417,32.36087351917152,5.233899547065944,0.1604132361213073,,,,,,,,,
forward,F_easy_010,easy,Last-value baseline,0.14223159903402666,0.14223159903402666,119.07442655633821,113.19766434615039,0.0,5.87676221018782,0.23507048840751282,0.8096703867399421,,,,,,,,,
forward,F_easy_010,easy,Curve-fit baseline,0.14223159903402666,0.14223159903402666,119.07442655633821,118.62462222241008,0.0,0.44980433392812813,0.017992173357125125,0.9823258234905768,,,,,,,,,
forward,F_easy_010,easy,Oracle simulator,0.14223159903402666,0.14223159903402666,119.07442655633821,119.07442655633821,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_easy_011,easy,Random baseline,0.26462415209645107,0.03189748784942057,147.42048439602283,140.7583212593288,0.2327266642470305,6.6621631366940335,4.921019810408371,0.16888982506731898,,,,,,,,,
forward,F_easy_011,easy,Last-value baseline,0.26462415209645107,0.26462415209645107,147.42048439602283,139.32163257935818,0.0,8.098851816664649,0.32395407266658593,0.7553132096084666,,,,,,,,,
forward,F_easy_011,easy,Curve-fit baseline,0.26462415209645107,0.26462415209645107,147.42048439602283,147.48745166731902,0.0,0.06696727129619262,0.002678690851847705,0.9973284653635434,,,,,,,,,
forward,F_easy_011,easy,Oracle simulator,0.26462415209645107,0.26462415209645107,147.42048439602283,147.42048439602283,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_easy_012,easy,Random baseline,0.15796230248687476,0.27257890631262266,126.33452132546579,266.93095060659215,0.1146166038257479,140.59642928112635,7.916189247760012,0.11215553777654809,,,,,,,,,
forward,F_easy_012,easy,Last-value baseline,0.15796230248687476,0.15796230248687476,126.33452132546579,122.31254516192465,0.0,4.02197616354114,0.16087904654164562,0.8614161854149082,,,,,,,,,
forward,F_easy_012,easy,Curve-fit baseline,0.15796230248687476,0.15796230248687476,126.33452132546579,125.77773528009271,0.0,0.5567860453730731,0.022271441814922924,0.9782137689620062,,,,,,,,,
forward,F_easy_012,easy,Oracle simulator,0.15796230248687476,0.15796230248687476,126.33452132546579,126.33452132546579,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_easy_013,easy,Random baseline,0.05508553772471531,0.08112922138163753,112.64398049623206,281.36086391358066,0.026043683656922216,168.71688341734858,7.269549009832388,0.12092557874812916,,,,,,,,,
forward,F_easy_013,easy,Last-value baseline,0.05508553772471531,0.05508553772471531,112.64398049623206,121.90417323312975,0.0,9.260192736897693,0.37040770947590773,0.7297098469932246,,,,,,,,,
forward,F_easy_013,easy,Curve-fit baseline,0.05508553772471531,0.05508553772471531,112.64398049623206,113.96352630264875,0.0,1.3195458064166843,0.05278183225666737,0.9498644157417421,,,,,,,,,
forward,F_easy_013,easy,Oracle simulator,0.05508553772471531,0.05508553772471531,112.64398049623206,112.64398049623206,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_easy_014,easy,Random baseline,0.018999999999999996,0.1931167239026809,105.75007160115695,159.88109393252927,0.1741167239026809,54.13102233137232,5.647575371308511,0.15043078779009914,,,,,,,,,
forward,F_easy_014,easy,Last-value baseline,0.018999999999999996,0.018999999999999996,105.75007160115695,114.4155779066049,0.0,8.665506305447948,0.3466202522179179,0.7425998520020581,,,,,,,,,
forward,F_easy_014,easy,Curve-fit baseline,0.018999999999999996,0.018999999999999996,105.75007160115695,105.30727721170064,0.0,0.44279438945631,0.0177117755782524,0.9825964718073654,,,,,,,,,
forward,F_easy_014,easy,Oracle simulator,0.018999999999999996,0.018999999999999996,105.75007160115695,105.75007160115695,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_easy_015,easy,Random baseline,0.16757639902074056,0.11544958998452835,123.14382463532182,210.1376153676022,0.05212680903621221,86.99379073228037,4.5222878100154595,0.18108436836384312,,,,,,,,,
forward,F_easy_015,easy,Last-value baseline,0.16757639902074056,0.16757639902074056,123.14382463532182,123.71423775640389,0.0,0.5704131210820691,0.022816524843282764,0.977692455793302,,,,,,,,,
forward,F_easy_015,easy,Curve-fit baseline,0.16757639902074056,0.16757639902074056,123.14382463532182,123.0677076848585,0.0,0.0761169504633159,0.0030446780185326362,0.9969645639070163,,,,,,,,,
forward,F_easy_015,easy,Oracle simulator,0.16757639902074056,0.16757639902074056,123.14382463532182,123.14382463532182,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_easy_016,easy,Random baseline,0.1386589316351216,0.3434434320777047,126.01497961068993,191.6938417723949,0.20478450044258312,65.67886216170497,6.72284449531986,0.12948596862283224,,,,,,,,,
forward,F_easy_016,easy,Last-value baseline,0.1386589316351216,0.1386589316351216,126.01497961068993,121.61810942235878,0.0,4.39687018833115,0.175874807533246,0.8504306696541984,,,,,,,,,
forward,F_easy_016,easy,Curve-fit baseline,0.1386589316351216,0.1386589316351216,126.01497961068993,125.67093256521697,0.0,0.34404704547296205,0.013761881818918482,0.9864249365992864,,,,,,,,,
forward,F_easy_016,easy,Oracle simulator,0.1386589316351216,0.1386589316351216,126.01497961068993,126.01497961068993,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_easy_017,easy,Random baseline,0.1253728856201154,0.0890618732775474,119.84079669080968,82.74014179350031,0.03631101234256799,37.10065489730937,2.2102464427437347,0.31150256462719406,,,,,,,,,
forward,F_easy_017,easy,Last-value baseline,0.1253728856201154,0.1253728856201154,119.84079669080968,124.57794442734716,0.0,4.73714773653748,0.1894859094614992,0.8406993240068874,,,,,,,,,
forward,F_easy_017,easy,Curve-fit baseline,0.1253728856201154,0.1253728856201154,119.84079669080968,119.20944461441891,0.0,0.631352076390769,0.025254083055630757,0.9753679761212319,,,,,,,,,
forward,F_easy_017,easy,Oracle simulator,0.1253728856201154,0.1253728856201154,119.84079669080968,119.84079669080968,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_medium_018,medium,Random baseline,0.0940430751084044,0.3648289970215784,124.80216915681918,307.44514242806923,0.27078592191317397,182.64297327125007,12.721437369113481,0.07287866227855751,,,,,,,,,
forward,F_medium_018,medium,Last-value baseline,0.0940430751084044,0.0940430751084044,124.80216915681918,131.26936675083715,0.0,6.467197594017975,0.258687903760719,0.7944781204396983,,,,,,,,,
forward,F_medium_018,medium,Curve-fit baseline,0.0940430751084044,0.0940430751084044,124.80216915681918,121.94740493779636,0.0,2.8547642190228117,0.11419056876091246,0.8975125333470527,,,,,,,,,
forward,F_medium_018,medium,Oracle simulator,0.0940430751084044,0.0940430751084044,124.80216915681918,124.80216915681918,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_medium_019,medium,Random baseline,0.16411014959759695,0.006201119928440946,132.7335927878664,93.09233905561985,0.15790902966915601,39.641253732246554,4.743830742672983,0.17409983768683165,,,,,,,,,
forward,F_medium_019,medium,Last-value baseline,0.16411014959759695,0.16411014959759695,132.7335927878664,135.67033820102714,0.0,2.936745413160736,0.11746981652642945,0.8948787566436689,,,,,,,,,
forward,F_medium_019,medium,Curve-fit baseline,0.16411014959759695,0.16411014959759695,132.7335927878664,131.1183305430171,0.0,1.6152622448493048,0.06461048979397219,0.9393106770848408,,,,,,,,,
forward,F_medium_019,medium,Oracle simulator,0.16411014959759695,0.16411014959759695,132.7335927878664,132.7335927878664,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_medium_020,medium,Random baseline,0.1585024578453902,0.04235190250198593,152.64597326457564,207.62581581320651,0.11615055534340427,54.97984254863087,4.522204808813321,0.1810870901426947,,,,,,,,,
forward,F_medium_020,medium,Last-value baseline,0.1585024578453902,0.1585024578453902,152.64597326457564,157.3416344613416,0.0,4.695661196765968,0.18782644787063874,0.8418738291209575,,,,,,,,,
forward,F_medium_020,medium,Curve-fit baseline,0.1585024578453902,0.1585024578453902,152.64597326457564,148.69048401737237,0.0,3.9554892472032748,0.158219569888131,0.8633941490874542,,,,,,,,,
forward,F_medium_020,medium,Oracle simulator,0.1585024578453902,0.1585024578453902,152.64597326457564,152.64597326457564,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_medium_021,medium,Random baseline,0.31403813028916355,0.3633687618371175,212.68472879435004,137.11464690192966,0.049330631547953974,75.57008189242038,4.009415906655894,0.1996240716749678,,,,,,,,,
forward,F_medium_021,medium,Last-value baseline,0.31403813028916355,0.31403813028916355,212.68472879435004,220.31003766456345,0.0,7.625308870213416,0.30501235480853667,0.7662762703474282,,,,,,,,,
forward,F_medium_021,medium,Curve-fit baseline,0.31403813028916355,0.31403813028916355,212.68472879435004,197.5692187021919,0.0,15.115510092158132,0.6046204036863253,0.6232003517484139,,,,,,,,,
forward,F_medium_021,medium,Oracle simulator,0.31403813028916355,0.31403813028916355,212.68472879435004,212.68472879435004,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_medium_022,medium,Random baseline,0.22201190224425493,0.24819823095519725,175.103607424224,292.1744868967721,0.026186328710942314,117.07087947254811,5.206561753120771,0.16111980187697028,,,,,,,,,
forward,F_medium_022,medium,Last-value baseline,0.22201190224425493,0.22201190224425493,175.103607424224,168.41408137422903,0.0,6.689526049994981,0.26758104199979926,0.7889041937881541,,,,,,,,,
forward,F_medium_022,medium,Curve-fit baseline,0.22201190224425493,0.22201190224425493,175.103607424224,165.40441350429774,0.0,9.699193919926273,0.3879677567970509,0.7204778317816646,,,,,,,,,
forward,F_medium_022,medium,Oracle simulator,0.22201190224425493,0.22201190224425493,175.103607424224,175.103607424224,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_medium_023,medium,Random baseline,0.10328045990875126,0.2865375792809794,132.51885544319478,88.77823868825789,0.18325711937222813,43.740616754936894,5.414767057642038,0.15589030607256119,,,,,,,,,
forward,F_medium_023,medium,Last-value baseline,0.10328045990875126,0.10328045990875126,132.51885544319478,133.54655903193373,0.0,1.0277035887389445,0.04110814354955778,0.9605150110444786,,,,,,,,,
forward,F_medium_023,medium,Curve-fit baseline,0.10328045990875126,0.10328045990875126,132.51885544319478,131.1583035621765,0.0,1.3605518810182673,0.05442207524073069,0.9483868210665962,,,,,,,,,
forward,F_medium_023,medium,Oracle simulator,0.10328045990875126,0.10328045990875126,132.51885544319478,132.51885544319478,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_medium_024,medium,Random baseline,0.0396,0.08304314468493952,112.49498091000886,104.79468165961664,0.04344314468493952,7.70029925039222,1.1768748637144792,0.4593741315445502,,,,,,,,,
forward,F_medium_024,medium,Last-value baseline,0.0396,0.0396,112.49498091000886,116.10400868899748,0.0,3.6090277789886187,0.14436111115954475,0.8738500375871143,,,,,,,,,
forward,F_medium_024,medium,Curve-fit baseline,0.0396,0.0396,112.49498091000886,111.00159543631695,0.0,1.4933854736919159,0.05973541894767664,0.9436317614004123,,,,,,,,,
forward,F_medium_024,medium,Oracle simulator,0.0396,0.0396,112.49498091000886,112.49498091000886,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_medium_025,medium,Random baseline,0.2107286426698442,0.2849940774808762,153.6574664508119,163.2773859153104,0.07426543481103198,9.61991946449848,1.870105474800579,0.3484192510623611,,,,,,,,,
forward,F_medium_025,medium,Last-value baseline,0.2107286426698442,0.2107286426698442,153.6574664508119,153.77388991154538,0.0,0.11642346073347198,0.00465693842933888,0.9953646481189694,,,,,,,,,
forward,F_medium_025,medium,Curve-fit baseline,0.2107286426698442,0.2107286426698442,153.6574664508119,150.8010576596978,0.0,2.85640879111412,0.1142563516445648,0.8974595464715724,,,,,,,,,
forward,F_medium_025,medium,Oracle simulator,0.2107286426698442,0.2107286426698442,153.6574664508119,153.6574664508119,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_medium_026,medium,Random baseline,0.22072941120010964,0.3284678610789997,156.210245165104,236.975788053391,0.10773844987889009,80.765542888287,5.385390713109281,0.15660748808165934,,,,,,,,,
forward,F_medium_026,medium,Last-value baseline,0.22072941120010964,0.22072941120010964,156.210245165104,156.4766771285376,0.0,0.26643196343360387,0.010657278537344154,0.9894551013843508,,,,,,,,,
forward,F_medium_026,medium,Curve-fit baseline,0.22072941120010964,0.22072941120010964,156.210245165104,152.37947317138813,0.0,3.830771993715871,0.15323087974863484,0.8671290524391491,,,,,,,,,
forward,F_medium_026,medium,Oracle simulator,0.22072941120010964,0.22072941120010964,156.210245165104,156.210245165104,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_medium_027,medium,Random baseline,0.16109012941004777,0.050333879332661806,153.6177973663908,117.39154247965453,0.11075625007738596,36.22625488673626,3.664175197017169,0.21440017961579133,,,,,,,,,
forward,F_medium_027,medium,Last-value baseline,0.16109012941004777,0.16109012941004777,153.6177973663908,143.10504800673996,0.0,10.512749359650826,0.42050997438603305,0.7039725296066407,,,,,,,,,
forward,F_medium_027,medium,Curve-fit baseline,0.16109012941004777,0.16109012941004777,153.6177973663908,144.72071974388183,0.0,8.89707762250896,0.35588310490035835,0.7375267059423153,,,,,,,,,
forward,F_medium_027,medium,Oracle simulator,0.16109012941004777,0.16109012941004777,153.6177973663908,153.6177973663908,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_medium_028,medium,Random baseline,0.07729259571318431,0.20564998551060643,134.5799381188135,243.74844910727094,0.12835738979742212,109.16851098845746,6.933888235486741,0.12604160410619275,,,,,,,,,
forward,F_medium_028,medium,Last-value baseline,0.07729259571318431,0.07729259571318431,134.5799381188135,123.00616808037594,0.0,11.573770038437544,0.4629508015375018,0.68354998606176,,,,,,,,,
forward,F_medium_028,medium,Curve-fit baseline,0.07729259571318431,0.07729259571318431,134.5799381188135,131.8704800183257,0.0,2.7094581004877796,0.10837832401951118,0.9022190152307569,,,,,,,,,
forward,F_medium_028,medium,Oracle simulator,0.07729259571318431,0.07729259571318431,134.5799381188135,134.5799381188135,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_medium_029,medium,Random baseline,0.2583970381394235,0.2519002894388849,160.6924215147807,120.60531435388457,0.006496748700538624,40.08710716089614,1.733419260446618,0.3658421576485886,,,,,,,,,
forward,F_medium_029,medium,Last-value baseline,0.2583970381394235,0.2583970381394235,160.6924215147807,150.60553537471034,0.0,10.086886140070362,0.4034754456028145,0.7125169187199314,,,,,,,,,
forward,F_medium_029,medium,Curve-fit baseline,0.2583970381394235,0.2583970381394235,160.6924215147807,163.47434240214278,0.0,2.7819208873620767,0.11127683549448307,0.8998657832681554,,,,,,,,,
forward,F_medium_029,medium,Oracle simulator,0.2583970381394235,0.2583970381394235,160.6924215147807,160.6924215147807,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_medium_030,medium,Random baseline,0.14241648065548335,0.3155430917151265,143.93016091974255,310.68587456973466,0.17312661105964317,166.75571364999212,10.132760767192547,0.08982497880911344,,,,,,,,,
forward,F_medium_030,medium,Last-value baseline,0.14241648065548335,0.14241648065548335,143.93016091974255,134.0520259455759,0.0,9.878134974166642,0.39512539896666565,0.7167814454103373,,,,,,,,,
forward,F_medium_030,medium,Curve-fit baseline,0.14241648065548335,0.14241648065548335,143.93016091974255,142.44198150503934,0.0,1.488179414703211,0.05952717658812844,0.9438172253591297,,,,,,,,,
forward,F_medium_030,medium,Oracle simulator,0.14241648065548335,0.14241648065548335,143.93016091974255,143.93016091974255,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_medium_031,medium,Random baseline,0.0938,0.16752179739474424,126.77304058972169,222.7851313714111,0.07372179739474424,96.01209078168941,5.314919579162461,0.15835514410978907,,,,,,,,,
forward,F_medium_031,medium,Last-value baseline,0.0938,0.0938,126.77304058972169,114.11904428953183,0.0,12.65399630018986,0.5061598520075944,0.6639401512841265,,,,,,,,,
forward,F_medium_031,medium,Curve-fit baseline,0.0938,0.0938,126.77304058972169,124.17617186123277,0.0,2.5968687284889143,0.10387474913955658,0.905899877481096,,,,,,,,,
forward,F_medium_031,medium,Oracle simulator,0.0938,0.0938,126.77304058972169,126.77304058972169,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_medium_032,medium,Random baseline,0.19532023775434418,0.32855052734642665,161.23166394899565,172.39075885346838,0.13323028959208247,11.159094904472738,3.1109695880205583,0.2432516170671801,,,,,,,,,
forward,F_medium_032,medium,Last-value baseline,0.19532023775434418,0.19532023775434418,161.23166394899565,149.01361397378858,0.0,12.218049975207066,0.4887219990082826,0.6717170839593648,,,,,,,,,
forward,F_medium_032,medium,Curve-fit baseline,0.19532023775434418,0.19532023775434418,161.23166394899565,163.16786215518542,0.0,1.936198206189772,0.07744792824759088,0.9281190986430726,,,,,,,,,
forward,F_medium_032,medium,Oracle simulator,0.19532023775434418,0.19532023775434418,161.23166394899565,161.23166394899565,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_medium_033,medium,Random baseline,0.3624882300417855,0.2914677296695436,187.4221531752998,287.7395048534579,0.07102050037224189,100.3173516781581,5.433104074571162,0.15544595399176114,,,,,,,,,
forward,F_medium_033,medium,Last-value baseline,0.3624882300417855,0.3624882300417855,187.4221531752998,171.0223882864968,0.0,16.39976488880299,0.6559905955521197,0.6038681636755265,,,,,,,,,
forward,F_medium_033,medium,Curve-fit baseline,0.3624882300417855,0.3624882300417855,187.4221531752998,194.0535121374848,0.0,6.631358962185004,0.26525435848740014,0.7903549142446668,,,,,,,,,
forward,F_medium_033,medium,Oracle simulator,0.3624882300417855,0.3624882300417855,187.4221531752998,187.4221531752998,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_medium_034,medium,Random baseline,0.11929999999999999,0.2762732465918219,135.61538056266866,142.58263929109188,0.1569732465918219,6.967258728423218,3.418155280973367,0.2263388080329511,,,,,,,,,
forward,F_medium_034,medium,Last-value baseline,0.11929999999999999,0.11929999999999999,135.61538056266866,144.4685726480946,0.0,8.853192085425945,0.3541276834170378,0.7384827976314438,,,,,,,,,
forward,F_medium_034,medium,Curve-fit baseline,0.11929999999999999,0.11929999999999999,135.61538056266866,133.27082724635147,0.0,2.3445533163171888,0.09378213265268755,0.9142588548002306,,,,,,,,,
forward,F_medium_034,medium,Oracle simulator,0.11929999999999999,0.11929999999999999,135.61538056266866,135.61538056266866,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_medium_035,medium,Random baseline,0.1511766449122315,0.2514325552976117,144.22919155314077,178.64821519412854,0.1002559103853802,34.419023640987774,3.381879153347115,0.2282125921332509,,,,,,,,,
forward,F_medium_035,medium,Last-value baseline,0.1511766449122315,0.1511766449122315,144.22919155314077,152.6828782251167,0.0,8.45368667197593,0.3381474668790372,0.7473017920306654,,,,,,,,,
forward,F_medium_035,medium,Curve-fit baseline,0.1511766449122315,0.1511766449122315,144.22919155314077,140.07320584796372,0.0,4.155985705177045,0.1662394282070818,0.8574568616131852,,,,,,,,,
forward,F_medium_035,medium,Oracle simulator,0.1511766449122315,0.1511766449122315,144.22919155314077,144.22919155314077,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_hard_036,hard,Random baseline,0.365727079877854,0.09745207295778698,310.8399502573211,101.92019480067646,0.26827500692006706,208.91975545664465,13.722290356667127,0.06792421394862251,,,,,,,,,
forward,F_hard_036,hard,Last-value baseline,0.365727079877854,0.365727079877854,310.8399502573211,288.6480778273497,0.0,22.191872429971397,0.8876748971988558,0.5297522372543665,,,,,,,,,
forward,F_hard_036,hard,Curve-fit baseline,0.365727079877854,0.365727079877854,310.8399502573211,287.860979815541,0.0,22.97897044178012,0.9191588176712048,0.5210616186592862,,,,,,,,,
forward,F_hard_036,hard,Oracle simulator,0.365727079877854,0.365727079877854,310.8399502573211,310.8399502573211,0.0,0.0,0.0,1.0,,,,,,,,,
forward,F_hard_037,hard,Random baseline,0.11150089776017444,0.31686879138805635,157.63711611272504,244.25639791570433,0.2053678936278819,86.61928180297929,7.5721291446768095,0.11665713186565652,,,,,,,,,
forward,F_hard_037,hard,Last-value baseline,0.11150089776017444,0.11150089776017444,157.63711611272504,140.340538333012,0.0,17.296577779713033,0.6918631111885213,0.5910643676706844,,,,,,,,,
