task_id,difficulty,model,horizon,mean_strain_error,mean_resistance_error
R_easy_002,easy,Curve-fit baseline,5,3.569126409336265e-06,0.300647293680845
R_easy_002,easy,Curve-fit baseline,10,3.569126409336265e-06,0.9205937511023962
R_easy_002,easy,Curve-fit baseline,20,3.569126409337653e-06,1.5923680889527148
R_easy_002,easy,Curve-fit baseline,30,3.5691264093464422e-06,2.013864872340414
R_easy_002,easy,Oracle simulator,1,0.0,0.0
R_easy_002,easy,Oracle simulator,5,0.0,0.0
R_easy_002,easy,Oracle simulator,10,0.0,0.0
R_easy_002,easy,Oracle simulator,20,0.0,0.0
R_easy_002,easy,Oracle simulator,30,0.0,0.0
R_easy_003,easy,Random baseline,1,0.06002064905035912,84.46363984772037
R_easy_003,easy,Random baseline,5,0.19965839087249168,91.75296116106855
R_easy_003,easy,Random baseline,10,0.12431793406665212,59.47119608563058
R_easy_003,easy,Random baseline,20,0.1319556693022908,63.543451874356734
R_easy_003,easy,Random baseline,30,0.13613849036968834,65.95715057655039
R_easy_003,easy,Last-value baseline,1,3.5255190630745226e-07,5.685619349780026
R_easy_003,easy,Last-value baseline,5,3.5255190630745226e-07,6.177416433116403
R_easy_003,easy,Last-value baseline,10,3.5255190630745226e-07,8.184081296669946
R_easy_003,easy,Last-value baseline,20,3.5255190630051336e-07,19.285053467597407
R_easy_003,easy,Last-value baseline,30,3.5255190631207817e-07,20.50831980709099
R_easy_003,easy,Curve-fit baseline,1,3.5255190630745226e-07,0.8164075999534077
R_easy_003,easy,Curve-fit baseline,5,3.5255190630745226e-07,1.0203208281820906
R_easy_003,easy,Curve-fit baseline,10,3.5255190630745226e-07,1.7606889349938897
R_easy_003,easy,Curve-fit baseline,20,3.5255190630051336e-07,5.585292154665693
R_easy_003,easy,Curve-fit baseline,30,3.5255190631207817e-07,7.096758688549784
R_easy_003,easy,Oracle simulator,1,0.0,0.0
R_easy_003,easy,Oracle simulator,5,0.0,0.0
R_easy_003,easy,Oracle simulator,10,0.0,0.0
R_easy_003,easy,Oracle simulator,20,0.0,0.0
R_easy_003,easy,Oracle simulator,30,0.0,0.0
R_easy_004,easy,Random baseline,1,0.009002982101062873,79.09444115293836
R_easy_004,easy,Random baseline,5,0.0733242003730779,42.71561458634019
R_easy_004,easy,Random baseline,10,0.11023427332239541,43.230753602606185
R_easy_004,easy,Random baseline,20,0.10070348478156213,61.10757071536693
R_easy_004,easy,Random baseline,30,0.09561599784656953,60.17663948955046
R_easy_004,easy,Last-value baseline,1,3.58251805429588e-06,0.6079526428060404
R_easy_004,easy,Last-value baseline,5,3.582518054301431e-06,6.768004369989927
R_easy_004,easy,Last-value baseline,10,3.5825180543125336e-06,7.2418910707470205
R_easy_004,easy,Last-value baseline,20,3.5825180543180847e-06,8.93507895511775
R_easy_004,easy,Last-value baseline,30,3.582518054319935e-06,11.44965851737683
R_easy_004,easy,Curve-fit baseline,1,3.58251805429588e-06,0.5230161922593339
R_easy_004,easy,Curve-fit baseline,5,3.582518054301431e-06,0.667121781907855
R_easy_004,easy,Curve-fit baseline,10,3.5825180543125336e-06,0.9057097397381852
R_easy_004,easy,Curve-fit baseline,20,3.5825180543180847e-06,1.3662074709480918
R_easy_004,easy,Curve-fit baseline,30,3.582518054319935e-06,1.896795823682298
R_easy_004,easy,Oracle simulator,1,0.0,0.0
R_easy_004,easy,Oracle simulator,5,0.0,0.0
R_easy_004,easy,Oracle simulator,10,0.0,0.0
R_easy_004,easy,Oracle simulator,20,0.0,0.0
R_easy_004,easy,Oracle simulator,30,0.0,0.0
R_easy_005,easy,Random baseline,1,0.18372552497592595,32.444462240633314
R_easy_005,easy,Random baseline,5,0.13469409499802626,96.69388052075993
R_easy_005,easy,Random baseline,10,0.11283317320810507,77.87728099344
R_easy_005,easy,Random baseline,20,0.1551373261653816,83.83774320444903
R_easy_005,easy,Random baseline,30,0.14957888666095948,84.03175637154021
R_easy_005,easy,Last-value baseline,1,0.0,0.02246860977038523
R_easy_005,easy,Last-value baseline,5,0.0,6.558009146748651
R_easy_005,easy,Last-value baseline,10,0.0,13.279736266967996
R_easy_005,easy,Last-value baseline,20,0.0,11.474469985794244
R_easy_005,easy,Last-value baseline,30,0.0,17.39316071922305
R_easy_005,easy,Curve-fit baseline,1,0.0,0.021105524823141764
R_easy_005,easy,Curve-fit baseline,5,0.0,0.6651939398521762
R_easy_005,easy,Curve-fit baseline,10,0.0,0.8060888489814317
R_easy_005,easy,Curve-fit baseline,20,0.0,1.5291270793571747
R_easy_005,easy,Curve-fit baseline,30,0.0,1.6719542069542963
R_easy_005,easy,Oracle simulator,1,0.0,0.0
R_easy_005,easy,Oracle simulator,5,0.0,0.0
R_easy_005,easy,Oracle simulator,10,0.0,0.0
R_easy_005,easy,Oracle simulator,20,0.0,0.0
R_easy_005,easy,Oracle simulator,30,0.0,0.0
R_easy_006,easy,Random baseline,1,0.1453893159669747,176.3971537223474
R_easy_006,easy,Random baseline,5,0.08807293747410057,138.58417463459222
R_easy_006,easy,Random baseline,10,0.11820043086636814,108.05900784066898
R_easy_006,easy,Random baseline,20,0.1057708339962216,96.91438356298133
R_easy_006,easy,Random baseline,30,0.11236402385738148,91.9251299528948
R_easy_006,easy,Last-value baseline,1,4.7289794750660086e-06,0.658464097792347
R_easy_006,easy,Last-value baseline,5,4.7289794750660086e-06,9.935487959842485
R_easy_006,easy,Last-value baseline,10,4.7289794750660086e-06,15.90915594615647
R_easy_006,easy,Last-value baseline,20,4.7289794750660086e-06,18.410898975891207
R_easy_006,easy,Last-value baseline,30,4.728979475047505e-06,22.71910683093389
R_easy_006,easy,Curve-fit baseline,1,4.7289794750660086e-06,0.26249508351395434
R_easy_006,easy,Curve-fit baseline,5,4.7289794750660086e-06,0.32273610283142207
R_easy_006,easy,Curve-fit baseline,10,4.7289794750660086e-06,0.8496045787841766
R_easy_006,easy,Curve-fit baseline,20,4.7289794750660086e-06,2.0682111029207904
R_easy_006,easy,Curve-fit baseline,30,4.728979475047505e-06,3.5445310418587317
R_easy_006,easy,Oracle simulator,1,0.0,0.0
R_easy_006,easy,Oracle simulator,5,0.0,0.0
R_easy_006,easy,Oracle simulator,10,0.0,0.0
R_easy_006,easy,Oracle simulator,20,0.0,0.0
R_easy_006,easy,Oracle simulator,30,0.0,0.0
R_easy_007,easy,Random baseline,1,0.22528792923295657,46.48311602747775
R_easy_007,easy,Random baseline,5,0.13917871819793878,91.74088839614083
R_easy_007,easy,Random baseline,10,0.13083474261116704,89.78583806187858
R_easy_007,easy,Random baseline,20,0.12661250830665935,80.90962345289344
R_easy_007,easy,Random baseline,30,0.12562374336837825,78.99828697028032
R_easy_007,easy,Last-value baseline,1,1.3877787807814457e-17,9.062538803510577
R_easy_007,easy,Last-value baseline,5,1.3877787807814457e-17,3.992663142332378
R_easy_007,easy,Last-value baseline,10,6.938893903907228e-18,10.327837509984192
R_easy_007,easy,Last-value baseline,20,3.469446951953614e-18,24.50295354277867
R_easy_007,easy,Last-value baseline,30,2.3129646346357427e-18,31.22293704125137
R_easy_007,easy,Curve-fit baseline,1,1.3877787807814457e-17,2.4000177157597165
R_easy_007,easy,Curve-fit baseline,5,1.3877787807814457e-17,2.256370202164365
R_easy_007,easy,Curve-fit baseline,10,6.938893903907228e-18,2.424377775430581
R_easy_007,easy,Curve-fit baseline,20,3.469446951953614e-18,5.231647521237826
R_easy_007,easy,Curve-fit baseline,30,2.3129646346357427e-18,8.67993937847749
R_easy_007,easy,Oracle simulator,1,0.0,0.0
R_easy_007,easy,Oracle simulator,5,0.0,0.0
R_easy_007,easy,Oracle simulator,10,0.0,0.0
R_easy_007,easy,Oracle simulator,20,0.0,0.0
R_easy_007,easy,Oracle simulator,30,0.0,0.0
R_easy_008,easy,Random baseline,1,0.22659207723605818,38.324270757129426
R_easy_008,easy,Random baseline,5,0.2015117280408356,103.69796109273189
R_easy_008,easy,Random baseline,10,0.1594645108975458,118.56241801799392
R_easy_008,easy,Random baseline,20,0.14213262776068242,94.31544005139092
R_easy_008,easy,Random baseline,30,0.12771525974454992,95.72362317528268
R_easy_008,easy,Last-value baseline,1,2.425698339608706e-06,7.735565041717706
R_easy_008,easy,Last-value baseline,5,2.425698339608706e-06,6.583099767933106
R_easy_008,easy,Last-value baseline,10,2.425698339614257e-06,17.251721659320047
R_easy_008,easy,Last-value baseline,20,2.4256983396253597e-06,18.94440767425035
R_easy_008,easy,Last-value baseline,30,2.4256983396290604e-06,21.09704715763961
R_easy_008,easy,Curve-fit baseline,1,2.425698339608706e-06,0.6874024468102533
R_easy_008,easy,Curve-fit baseline,5,2.425698339608706e-06,0.8597552989845412
R_easy_008,easy,Curve-fit baseline,10,2.425698339614257e-06,1.0407162394904261
R_easy_008,easy,Curve-fit baseline,20,2.4256983396253597e-06,1.6917065513775682
R_easy_008,easy,Curve-fit baseline,30,2.4256983396290604e-06,2.272095920975963
R_easy_008,easy,Oracle simulator,1,0.0,0.0
R_easy_008,easy,Oracle simulator,5,0.0,0.0
R_easy_008,easy,Oracle simulator,10,0.0,0.0
R_easy_008,easy,Oracle simulator,20,0.0,0.0
R_easy_008,easy,Oracle simulator,30,0.0,0.0
R_easy_009,easy,Random baseline,1,0.2748447025628887,60.73105944115778
R_easy_009,easy,Random baseline,5,0.13143532063474805,104.88264417967775
R_easy_009,easy,Random baseline,10,0.12917478791060605,91.45374485756261
R_easy_009,easy,Random baseline,20,0.12409146307883583,91.48876259550197
R_easy_009,easy,Random baseline,30,0.12641170417863878,88.68816534083439
R_easy_009,easy,Last-value baseline,1,4.334139303042994e-06,3.64323962982526
R_easy_009,easy,Last-value baseline,5,4.334139303037443e-06,12.054619170783397
R_easy_009,easy,Last-value baseline,10,4.334139303036749e-06,10.833976566506925
R_easy_009,easy,Last-value baseline,20,4.334139303029464e-06,12.153849342675448
R_easy_009,easy,Last-value baseline,30,4.334139303022409e-06,19.963991509485336
R_easy_009,easy,Curve-fit baseline,1,4.334139303042994e-06,1.149642726945288
R_easy_009,easy,Curve-fit baseline,5,4.334139303037443e-06,1.668435591019437
R_easy_009,easy,Curve-fit baseline,10,4.334139303036749e-06,1.871817833590987
R_easy_009,easy,Curve-fit baseline,20,4.334139303029464e-06,2.5014384784580272
R_easy_009,easy,Curve-fit baseline,30,4.334139303022409e-06,3.631536429946277
R_easy_009,easy,Oracle simulator,1,0.0,0.0
R_easy_009,easy,Oracle simulator,5,0.0,0.0
R_easy_009,easy,Oracle simulator,10,0.0,0.0
R_easy_009,easy,Oracle simulator,20,0.0,0.0
R_easy_009,easy,Oracle simulator,30,0.0,0.0
R_easy_010,easy,Random baseline,1,0.1576244430567969,29.060292748973822
R_easy_010,easy,Random baseline,5,0.08884788386778011,64.45282070458599
R_easy_010,easy,Random baseline,10,0.108227451140313,61.36152250867089
R_easy_010,easy,Random baseline,20,0.12094982992917083,76.63508329365263
R_easy_010,easy,Random baseline,30,0.12633896132657174,85.60386240718611
R_easy_010,easy,Last-value baseline,1,1.5990340266613945e-06,5.876426556338217
R_easy_010,easy,Last-value baseline,5,1.5990340266613945e-06,9.121116782403044
R_easy_010,easy,Last-value baseline,10,1.5990340266613945e-06,11.796999098066744
R_easy_010,easy,Last-value baseline,20,1.59903402665168e-06,11.96985102017631
R_easy_010,easy,Last-value baseline,30,1.5990340266456664e-06,11.109074310463235
R_easy_010,easy,Curve-fit baseline,1,1.5990340266613945e-06,0.5039891499975937
R_easy_010,easy,Curve-fit baseline,5,1.5990340266613945e-06,0.7542022531436089
R_easy_010,easy,Curve-fit baseline,10,1.5990340266613945e-06,1.1358650386098545
R_easy_010,easy,Curve-fit baseline,20,1.59903402665168e-06,1.5839211907387523
R_easy_010,easy,Curve-fit baseline,30,1.5990340266456664e-06,1.9686905347574428
R_easy_010,easy,Oracle simulator,1,0.0,0.0
R_easy_010,easy,Oracle simulator,5,0.0,0.0
R_easy_010,easy,Oracle simulator,10,0.0,0.0
R_easy_010,easy,Oracle simulator,20,0.0,0.0
R_easy_010,easy,Oracle simulator,30,0.0,0.0
R_easy_011,easy,Random baseline,1,0.19166632853865823,141.472418995227
R_easy_011,easy,Random baseline,5,0.10983607022848549,88.21882020304074
R_easy_011,easy,Random baseline,10,0.11590282878212843,83.56791612716681
R_easy_011,easy,Random baseline,20,0.11329561340912711,92.73871790326399
R_easy_011,easy,Random baseline,30,0.12270533660122264,88.82954751922856
R_easy_011,easy,Last-value baseline,1,4.152096451048859e-06,8.098484396022826
R_easy_011,easy,Last-value baseline,5,4.152096451048859e-06,4.292954537719629
R_easy_011,easy,Last-value baseline,10,4.152096451048859e-06,5.833540555874867
R_easy_011,easy,Last-value baseline,20,4.152096451048859e-06,8.281637329878963
R_easy_011,easy,Last-value baseline,30,4.1520964510414576e-06,11.32853994198775
R_easy_011,easy,Curve-fit baseline,1,4.152096451048859e-06,0.16349147899188665
R_easy_011,easy,Curve-fit baseline,5,4.152096451048859e-06,0.8648920773452915
R_easy_011,easy,Curve-fit baseline,10,4.152096451048859e-06,1.4414126408706012
R_easy_011,easy,Curve-fit baseline,20,4.152096451048859e-06,2.5134938961433733
R_easy_011,easy,Curve-fit baseline,30,4.1520964510414576e-06,3.413721386255014
R_easy_011,easy,Oracle simulator,1,0.0,0.0
R_easy_011,easy,Oracle simulator,5,0.0,0.0
R_easy_011,easy,Oracle simulator,10,0.0,0.0
R_easy_011,easy,Oracle simulator,20,0.0,0.0
R_easy_011,easy,Oracle simulator,30,0.0,0.0
R_easy_012,easy,Random baseline,1,0.08865714817510002,78.75152549958686
R_easy_012,easy,Random baseline,5,0.095654274392176,63.52747437438044
R_easy_012,easy,Random baseline,10,0.09618207564863797,66.88721504068216
R_easy_012,easy,Random baseline,20,0.10224929558788268,67.46655943010262
R_easy_012,easy,Random baseline,30,0.09357601052719625,64.71017610958837
R_easy_012,easy,Last-value baseline,1,2.302486874744547e-06,4.021521325465784
R_easy_012,easy,Last-value baseline,5,2.3024868747223425e-06,9.906483570429623
R_easy_012,easy,Last-value baseline,10,2.302486874719567e-06,7.027676465397017
R_easy_012,easy,Last-value baseline,20,2.3024868747181793e-06,13.707858202823568
R_easy_012,easy,Last-value baseline,30,2.302486874717717e-06,20.010585949628823
R_easy_012,easy,Curve-fit baseline,1,2.302486874744547e-06,0.8554256304439036
R_easy_012,easy,Curve-fit baseline,5,2.3024868747223425e-06,1.489463252307567
R_easy_012,easy,Curve-fit baseline,10,2.302486874719567e-06,2.551087052813621
R_easy_012,easy,Curve-fit baseline,20,2.3024868747181793e-06,4.359809301808179
R_easy_012,easy,Curve-fit baseline,30,2.302486874717717e-06,6.769490933691151
R_easy_012,easy,Oracle simulator,1,0.0,0.0
R_easy_012,easy,Oracle simulator,5,0.0,0.0
R_easy_012,easy,Oracle simulator,10,0.0,0.0
R_easy_012,easy,Oracle simulator,20,0.0,0.0
R_easy_012,easy,Oracle simulator,30,0.0,0.0
R_easy_013,easy,Random baseline,1,0.02690028208895929,60.7015910310039
R_easy_013,easy,Random baseline,5,0.07134660578708729,51.44483078565914
R_easy_013,easy,Random baseline,10,0.1131114663846903,66.36606485769124
R_easy_013,easy,Random baseline,20,0.1284494084965522,68.04398250978524
R_easy_013,easy,Random baseline,30,0.1394856597029692,68.1406621667733
R_easy_013,easy,Last-value baseline,1,4.4622752846806835e-06,9.260019503767936
R_easy_013,easy,Last-value baseline,5,1.7849101138722735e-06,11.789499082951158
R_easy_013,easy,Last-value baseline,10,8.924550569361367e-07,9.366905882858903
R_easy_013,easy,Last-value baseline,20,4.4622752846806837e-07,9.249897452174016
R_easy_013,easy,Last-value baseline,30,2.9748501897871224e-07,7.955915853400387
R_easy_013,easy,Curve-fit baseline,1,4.4622752846806835e-06,0.966224148705507
R_easy_013,easy,Curve-fit baseline,5,1.7849101138722735e-06,1.2041882265128039
R_easy_013,easy,Curve-fit baseline,10,8.924550569361367e-07,1.22093584206293
R_easy_013,easy,Curve-fit baseline,20,4.4622752846806837e-07,1.476509735129993
R_easy_013,easy,Curve-fit baseline,30,2.9748501897871224e-07,1.8042591633821308
R_easy_013,easy,Oracle simulator,1,0.0,0.0
R_easy_013,easy,Oracle simulator,5,0.0,0.0
R_easy_013,easy,Oracle simulator,10,0.0,0.0
R_easy_013,easy,Oracle simulator,20,0.0,0.0
R_easy_013,easy,Oracle simulator,30,0.0,0.0
R_easy_014,easy,Random baseline,1,0.37707973367068826,0.8451369227481251
R_easy_014,easy,Random baseline,5,0.16470370369750084,80.10235636927018
R_easy_014,easy,Random baseline,10,0.20204634528300622,83.19596680969909
R_easy_014,easy,Random baseline,20,0.145755264592,67.8749888740252
R_easy_014,easy,Random baseline,30,0.14549602814419685,80.22517677741043
R_easy_014,easy,Last-value baseline,1,0.0,8.66592839884305
R_easy_014,easy,Last-value baseline,5,0.0,6.191764806844691
R_easy_014,easy,Last-value baseline,10,0.0,4.857977267741735
R_easy_014,easy,Last-value baseline,20,0.0,5.478174606550802
R_easy_014,easy,Last-value baseline,30,0.0,5.457809918040739
R_easy_014,easy,Curve-fit baseline,1,0.0,0.6434340777749981
R_easy_014,easy,Curve-fit baseline,5,0.0,0.8438444254970164
R_easy_014,easy,Curve-fit baseline,10,0.0,1.1350874055574551
R_easy_014,easy,Curve-fit baseline,20,0.0,1.6362910028144455
R_easy_014,easy,Curve-fit baseline,30,0.0,2.1553988428814574
R_easy_014,easy,Oracle simulator,1,0.0,0.0
R_easy_014,easy,Oracle simulator,5,0.0,0.0
R_easy_014,easy,Oracle simulator,10,0.0,0.0
R_easy_014,easy,Oracle simulator,20,0.0,0.0
R_easy_014,easy,Oracle simulator,30,0.0,0.0
R_easy_015,easy,Random baseline,1,0.19482176410026258,151.54458304111796
R_easy_015,easy,Random baseline,5,0.13126921858065327,102.07396805514514
R_easy_015,easy,Random baseline,10,0.11442039376136737,102.02593238073959
R_easy_015,easy,Random baseline,20,0.1473296287098691,101.62940915652815
R_easy_015,easy,Random baseline,30,0.13165576338756949,100.78710577247686
R_easy_015,easy,Last-value baseline,1,3.600979259443804e-06,0.5701753646781782
R_easy_015,easy,Last-value baseline,5,3.600979259443804e-06,3.219698617991554
R_easy_015,easy,Last-value baseline,10,3.600979259443804e-06,4.910946814424181
R_easy_015,easy,Last-value baseline,20,2.520685481610663e-06,7.920865584100525
R_easy_015,easy,Last-value baseline,30,1.6804569877404419e-06,8.288368027738873
R_easy_015,easy,Curve-fit baseline,1,3.600979259443804e-06,0.07427008014273895
R_easy_015,easy,Curve-fit baseline,5,3.600979259443804e-06,0.10939991598260121
R_easy_015,easy,Curve-fit baseline,10,3.600979259443804e-06,0.2929997574940984
R_easy_015,easy,Curve-fit baseline,20,2.520685481610663e-06,0.8082515853919986
R_easy_015,easy,Curve-fit baseline,30,1.6804569877404419e-06,1.1142729108837022
R_easy_015,easy,Oracle simulator,1,0.0,0.0
R_easy_015,easy,Oracle simulator,5,0.0,0.0
R_easy_015,easy,Oracle simulator,10,0.0,0.0
R_easy_015,easy,Oracle simulator,20,0.0,0.0
R_easy_015,easy,Oracle simulator,30,0.0,0.0
R_easy_016,easy,Random baseline,1,0.12831245902178712,128.29544603492468
R_easy_016,easy,Random baseline,5,0.06503216154427532,85.21415512497087
R_easy_016,easy,Random baseline,10,0.05749486045443144,82.18268258502869
R_easy_016,easy,Random baseline,20,0.07822644002360038,83.40337741503944
R_easy_016,easy,Random baseline,30,0.09946693404452801,78.82968853563905
R_easy_016,easy,Last-value baseline,1,1.0683648783982314e-06,4.3969796106899395
R_easy_016,easy,Last-value baseline,5,1.0683648783982314e-06,12.63685130426243
R_easy_016,easy,Last-value baseline,10,1.068364878420436e-06,19.16942554708907
R_easy_016,easy,Last-value baseline,20,1.0683648784370892e-06,22.415548957778334
R_easy_016,easy,Last-value baseline,30,1.0683648784426402e-06,30.988041445231655
R_easy_016,easy,Curve-fit baseline,1,1.0683648783982314e-06,0.5294692054177403
R_easy_016,easy,Curve-fit baseline,5,1.0683648783982314e-06,1.6196250554482048
R_easy_016,easy,Curve-fit baseline,10,1.068364878420436e-06,3.3695926745636484
R_easy_016,easy,Curve-fit baseline,20,1.0683648784370892e-06,5.40152018064379
R_easy_016,easy,Curve-fit baseline,30,1.0683648784426402e-06,9.695894797904787
R_easy_016,easy,Oracle simulator,1,0.0,0.0
R_easy_016,easy,Oracle simulator,5,0.0,0.0
R_easy_016,easy,Oracle simulator,10,0.0,0.0
R_easy_016,easy,Oracle simulator,20,0.0,0.0
R_easy_016,easy,Oracle simulator,30,0.0,0.0
R_easy_017,easy,Random baseline,1,0.00887979711698883,144.50794464476394
R_easy_017,easy,Random baseline,5,0.07271293159249187,104.18053638060879
R_easy_017,easy,Random baseline,10,0.09468737983260216,101.64554971776114
R_easy_017,easy,Random baseline,20,0.12609612227562303,99.90482867824024
R_easy_017,easy,Random baseline,30,0.13017264699751244,94.57332578221175
R_easy_017,easy,Last-value baseline,1,2.8856201153837358e-06,4.7372033091903205
R_easy_017,easy,Last-value baseline,5,2.8856201153837358e-06,10.73990062746842
R_easy_017,easy,Last-value baseline,10,2.8856201153837358e-06,9.006591343177181
R_easy_017,easy,Last-value baseline,20,2.8856201153837358e-06,10.469693752602272
R_easy_017,easy,Last-value baseline,30,2.8856201153920625e-06,9.233080371273486
R_easy_017,easy,Curve-fit baseline,1,2.8856201153837358e-06,0.7480174398132959
R_easy_017,easy,Curve-fit baseline,5,2.8856201153837358e-06,1.4149776849336946
R_easy_017,easy,Curve-fit baseline,10,2.8856201153837358e-06,1.8390789969361208
R_easy_017,easy,Curve-fit baseline,20,2.8856201153837358e-06,2.8956019199162926
R_easy_017,easy,Curve-fit baseline,30,2.8856201153920625e-06,3.7286455888859504
R_easy_017,easy,Oracle simulator,1,0.0,0.0
R_easy_017,easy,Oracle simulator,5,0.0,0.0
R_easy_017,easy,Oracle simulator,10,0.0,0.0
R_easy_017,easy,Oracle simulator,20,0.0,0.0
R_easy_017,easy,Oracle simulator,30,0.0,0.0
R_medium_018,medium,Random baseline,1,0.13195619700523112,47.270089947902605
R_medium_018,medium,Random baseline,5,0.09217384639492991,68.30128875700557
R_medium_018,medium,Random baseline,10,0.1245145355777472,61.34604720412905
R_medium_018,medium,Random baseline,20,0.14609142811487935,65.45208145505542
R_medium_018,medium,Random baseline,30,0.12937065717288637,60.43813798951482
R_medium_018,medium,Last-value baseline,1,3.0751084043878496e-06,6.46683084318083
R_medium_018,medium,Last-value baseline,5,3.0751084043878496e-06,6.8999045376998795
R_medium_018,medium,Last-value baseline,10,3.0751084043878496e-06,6.11216093920561
R_medium_018,medium,Last-value baseline,20,3.0751084043975642e-06,7.50638429390803
R_medium_018,medium,Last-value baseline,30,3.0751084044035777e-06,16.40907724777223
R_medium_018,medium,Curve-fit baseline,1,3.0751084043878496e-06,2.6607522085949142
R_medium_018,medium,Curve-fit baseline,5,3.0751084043878496e-06,3.216036862963955
R_medium_018,medium,Curve-fit baseline,10,3.0751084043878496e-06,5.665433556059741
R_medium_018,medium,Curve-fit baseline,20,3.0751084043975642e-06,8.746275056711905
R_medium_018,medium,Curve-fit baseline,30,3.0751084044035777e-06,11.925159775199273
R_medium_018,medium,Oracle simulator,1,0.0,0.0
R_medium_018,medium,Oracle simulator,5,0.0,0.0
R_medium_018,medium,Oracle simulator,10,0.0,0.0
R_medium_018,medium,Oracle simulator,20,0.0,0.0
R_medium_018,medium,Oracle simulator,30,0.0,0.0
R_medium_019,medium,Random baseline,1,0.1041361374403158,20.27879857597071
R_medium_019,medium,Random baseline,5,0.14735188833989443,61.13605954827433
R_medium_019,medium,Random baseline,10,0.13023001337790086,64.11007113725827
R_medium_019,medium,Random baseline,20,0.11350201313415123,74.20559576004328
R_medium_019,medium,Random baseline,30,0.09537912749999648,71.28088450616067
R_medium_019,medium,Last-value baseline,1,1.4959759694899155e-07,2.936407212133588
R_medium_019,medium,Last-value baseline,5,1.4959759694899155e-07,7.486301193465328
R_medium_019,medium,Last-value baseline,10,1.4959759696009377e-07,13.624984635332671
