task_id,task_type,difficulty,episode_id,true_next_strain,true_next_resistance,inverse_gap,inverse_mask_mode,current_strain,true_current_fatigue,recent_window,future_actions,true_future_strain,true_future_resistance
F_hard_037,forward,hard,E_hard_001,0.11150089776017444,157.63711611272504,,,,,,,,
F_hard_038,forward,hard,E_hard_002,0.4,355.142090855192,,,,,,,,
F_hard_039,forward,hard,E_hard_003,0.35900000000000004,325.6176518142142,,,,,,,,
F_hard_040,forward,hard,E_hard_004,0.3161603705255337,284.49200054124526,,,,,,,,
F_hard_041,forward,hard,E_hard_005,0.3704,372.46828331471414,,,,,,,,
F_hard_042,forward,hard,E_hard_006,0.24505449613885258,318.0992411516853,,,,,,,,
F_hard_043,forward,hard,E_hard_007,0.3122551352294989,260.03498963829077,,,,,,,,
F_hard_044,forward,hard,E_hard_008,0.4,372.0908871945794,,,,,,,,
F_hard_045,forward,hard,E_hard_009,0.3146,240.8777854652683,,,,,,,,
F_hard_046,forward,hard,E_hard_010,0.4,331.0377391287495,,,,,,,,
F_hard_047,forward,hard,E_hard_011,0.30870000000000003,311.9843602231001,,,,,,,,
F_hard_048,forward,hard,E_hard_012,0.335969644111045,357.27296051720157,,,,,,,,
F_hard_049,forward,hard,E_hard_013,0.2352866227050835,280.08867047079013,,,,,,,,
F_hard_050,forward,hard,E_hard_014,0.2455265936587794,280.34567853702436,,,,,,,,
F_hard_051,forward,hard,E_hard_015,0.3972239545087054,353.346483064902,,,,,,,,
F_hard_052,forward,hard,E_hard_016,0.2938096170935151,317.158084446843,,,,,,,,
F_hard_053,forward,hard,E_hard_017,0.325995339132217,330.49323833943544,,,,,,,,
I_easy_000,inverse,easy,E_easy_000,,,0.0,no_mask,0.1326900993443724,0.03261128805554801,[],,,
I_easy_001,inverse,easy,E_easy_001,,,0.0,no_mask,0.1134432276283043,0.023711083412555966,[],,,
I_easy_002,inverse,easy,E_easy_002,,,0.0,no_mask,0.16294643087359068,0.019555785788343077,[],,,
I_easy_003,inverse,easy,E_easy_003,,,0.0,no_mask,0.10712964744809371,0.02803540558739256,[],,,
I_easy_004,inverse,easy,E_easy_004,,,0.0,no_mask,0.08701358251805431,0.0173598358194227,[],,,
I_easy_005,inverse,easy,E_easy_005,,,0.0,no_mask,0.0,0.02524285740606282,[],,,
I_easy_006,inverse,easy,E_easy_006,,,0.0,no_mask,0.10800527102052493,0.035443729326916265,[],,,
I_easy_007,inverse,easy,E_easy_007,,,0.0,no_mask,0.10449999999999998,0.050274444402824324,[],,,
I_easy_008,inverse,easy,E_easy_008,,,0.0,no_mask,0.055442425698339626,0.03069910250995673,[],,,
I_easy_009,inverse,easy,E_easy_009,,,0.0,no_mask,0.026865665860696955,0.02173865887930928,[],,,
I_easy_010,inverse,easy,E_easy_010,,,0.0,no_mask,0.09683159903402665,0.015144223383835349,[],,,
I_easy_011,inverse,easy,E_easy_011,,,0.0,no_mask,0.21922415209645105,0.037164476926716976,[],,,
I_easy_012,inverse,easy,E_easy_012,,,0.0,no_mask,0.13256230248687476,0.035985335182698225,[],,,
I_easy_013,inverse,easy,E_easy_013,,,0.0,no_mask,0.10968553772471532,0.03396655276106906,[],,,
I_easy_014,inverse,easy,E_easy_014,,,0.0,no_mask,0.0736,0.04279653803466588,[],,,
I_easy_015,inverse,easy,E_easy_015,,,0.0,no_mask,0.17217639902074056,0.034432337163227376,[],,,
I_easy_016,inverse,easy,E_easy_016,,,0.0,no_mask,0.1132589316351216,0.04380619978217585,[],,,
I_easy_017,inverse,easy,E_easy_017,,,0.0,no_mask,0.15997288562011538,0.02904075534309734,[],,,
I_medium_018,inverse,medium,E_medium_000,,,0.0,no_mask,0.1336430751084044,0.05756988825231734,[],,,
I_medium_019,inverse,medium,E_medium_001,,,0.0,no_mask,0.18371014959759696,0.06409741279334037,[],,,
I_medium_020,inverse,medium,E_medium_002,,,0.0,no_mask,0.1781024578453902,0.09916837474258271,[],,,
I_medium_021,inverse,medium,E_medium_003,,,0.0,no_mask,0.3536381302891636,0.16247125761060907,[],,,
I_medium_022,inverse,medium,E_medium_004,,,0.0,no_mask,0.20161190224425493,0.1714908049895339,[],,,
I_medium_023,inverse,medium,E_medium_005,,,0.0,no_mask,0.10788045990875125,0.07423242309657667,[],,,
I_medium_024,inverse,medium,E_medium_006,,,0.0,no_mask,0.0592,0.037143276801408776,[],,,
I_medium_025,inverse,medium,E_medium_007,,,0.0,no_mask,0.2153286426698442,0.09821391312870396,[],,,
I_medium_026,inverse,medium,E_medium_008,,,0.0,no_mask,0.22532941120010963,0.12551136903104929,[],,,
I_medium_027,inverse,medium,E_medium_009,,,0.0,no_mask,0.12069012941004778,0.13367915675637773,[],,,
I_medium_028,inverse,medium,E_medium_010,,,0.0,no_mask,0.03689259571318432,0.09388961547857777,[],,,
I_medium_029,inverse,medium,E_medium_011,,,0.0,no_mask,0.21799703813942348,0.0956700453891074,[],,,
I_medium_030,inverse,medium,E_medium_012,,,0.0,no_mask,0.10201648065548335,0.08409063854192782,[],,,
I_medium_031,inverse,medium,E_medium_013,,,0.0,no_mask,0.033399999999999985,0.0549215690634606,[],,,
I_medium_032,inverse,medium,E_medium_014,,,0.0,no_mask,0.1549202377543442,0.09069877847803051,[],,,
I_medium_033,inverse,medium,E_medium_015,,,0.0,no_mask,0.3020882300417855,0.1107384277921748,[],,,
I_medium_034,inverse,medium,E_medium_016,,,0.0,no_mask,0.15889999999999999,0.074850838824016,[],,,
I_medium_035,inverse,medium,E_medium_017,,,0.0,no_mask,0.1907766449122315,0.07280923462726176,[],,,
I_hard_036,inverse,hard,E_hard_000,,,0.0,no_mask,0.34032707987785404,0.25486618939651656,[],,,
I_hard_037,inverse,hard,E_hard_001,,,0.0,no_mask,0.06110089776017443,0.12501555838447667,[],,,
I_hard_038,inverse,hard,E_hard_002,,,0.0,no_mask,0.4,0.41998005971688795,[],,,
I_hard_039,inverse,hard,E_hard_003,,,0.0,no_mask,0.38860000000000006,0.3734893065589139,[],,,
I_hard_040,inverse,hard,E_hard_004,,,0.0,no_mask,0.3457603705255337,0.2427940548711356,[],,,
I_hard_041,inverse,hard,E_hard_005,,,0.0,no_mask,0.4,0.4339402043877969,[],,,
I_hard_042,inverse,hard,E_hard_006,,,0.0,no_mask,0.2996544961388526,0.4259252588830812,[],,,
I_hard_043,inverse,hard,E_hard_007,,,0.0,no_mask,0.23685513522949886,0.23911363692543985,[],,,
I_hard_044,inverse,hard,E_hard_008,,,0.0,no_mask,0.3636000000000001,0.4164604235364305,[],,,
I_hard_045,inverse,hard,E_hard_009,,,0.0,no_mask,0.3442,0.31336275118560103,[],,,
I_hard_046,inverse,hard,E_hard_010,,,0.0,no_mask,0.34090000000000004,0.4647750941181069,[],,,
I_hard_047,inverse,hard,E_hard_011,,,0.0,no_mask,0.33830000000000005,0.3656485156956716,[],,,
I_hard_048,inverse,hard,E_hard_012,,,0.0,no_mask,0.285569644111045,0.3835366294556174,[],,,
I_hard_049,inverse,hard,E_hard_013,,,0.0,no_mask,0.2648866227050835,0.3035155882661272,[],,,
I_hard_050,inverse,hard,E_hard_014,,,0.0,no_mask,0.3001265936587794,0.29722891451841854,[],,,
I_hard_051,inverse,hard,E_hard_015,,,0.0,no_mask,0.3718239545087054,0.4393904778147173,[],,,
I_hard_052,inverse,hard,E_hard_016,,,0.0,no_mask,0.3234096170935151,0.35301995510354045,[],,,
I_hard_053,inverse,hard,E_hard_017,,,0.0,no_mask,0.355595339132217,0.3529871966470069,[],,,
R_easy_000,rollout,easy,E_easy_000,,,,,,,,"[-0.0546, 0.0275, 0.0301, 0.0327, -0.0252, 0.0559, 0.0558, 0.0346, -0.0275, -0.0002, -0.0527, -0.0548, 0.0241, 0.0242, 0.0454, -0.0324, -0.0298, 0.0028, -0.0252, -0.0441, 0.0058, -0.0255, 0.0324, -0.0003, 0.0272, 0.0251, -0.0359, 0.0242, 0.0255, -0.0023]","[0.07809009934437239, 0.10559009934437238, 0.13569009934437237, 0.16839009934437238, 0.14319009934437238, 0.19909009934437238, 0.2548900993443724, 0.2894900993443724, 0.2619900993443724, 0.2617900993443724, 0.20909009934437242, 0.15429009934437243, 0.17839009934437244, 0.20259009934437244, 0.24799009934437244, 0.21559009934437245, 0.18579009934437246, 0.18859009934437246, 0.16339009934437246, 0.11929009934437246, 0.12509009934437246, 0.09959009934437246, 0.13199009934437245, 0.13169009934437245, 0.15889009934437245, 0.18399009934437247, 0.14809009934437245, 0.17229009934437245, 0.19779009934437244, 0.19549009934437245]","[116.84857049094111, 122.05829002795643, 127.79249549676665, 134.12691007390265, 129.57857171083813, 140.56166272361799, 151.89101541802387, 159.2973210176906, 154.6408571393149, 155.0113543959179, 145.42890697147502, 135.247860847275, 140.08217118942272, 145.05288974557612, 154.50747817961857, 148.60963771395268, 143.07813787658023, 143.72562285966586, 138.9713698754867, 130.62372559976308, 131.72723356293085, 126.88501857245261, 133.30320932656966, 133.1893003116675, 138.62376690504738, 143.75195798220906, 136.88627441470697, 141.7910900735522, 147.07914600483045, 146.74224605246977]"
R_easy_001,rollout,easy,E_easy_001,,,,,,,,"[-0.0546, -0.0025, -0.0299, 0.0327, 0.0548, -0.0241, -0.0442, 0.0346, -0.0275, 0.0498, -0.0027, 0.0252, 0.0241, -0.0058, 0.0254, -0.0324, -0.0498, -0.0472, 0.0548, 0.0059, -0.0242, 0.0045, -0.0476, 0.0497, -0.0028, -0.0049, -0.0359, 0.0442, -0.0345, -0.0323]","[0.0588432276283043, 0.0563432276283043, 0.0264432276283043, 0.059143227628304304, 0.1139432276283043, 0.08984322762830431, 0.045643227628304306, 0.0802432276283043, 0.0527432276283043, 0.1025432276283043, 0.0998432276283043, 0.1250432276283043, 0.14914322762830431, 0.14334322762830431, 0.16874322762830432, 0.1363432276283043, 0.08654322762830431, 0.03934322762830431, 0.09414322762830432, 0.10004322762830432, 0.07584322762830432, 0.08034322762830433, 0.032743227628304325, 0.08244322762830433, 0.07964322762830434, 0.07474322762830433, 0.03884322762830433, 0.08304322762830434, 0.04854322762830433, 0.01624322762830433]","[111.83561485896362, 111.4104505080435, 106.49538020131554, 111.99523040656683, 121.25579464000202, 117.26990590229066, 109.9805891741152, 115.82169836427371, 111.27326339455733, 119.7048539100654, 119.23814663506613, 123.50566619145935, 127.59294896156436, 126.60946535442568, 130.95287968303546, 125.5602226195889, 117.29270676680665, 109.46427789406417, 118.7704748113365, 119.75363706685779, 115.7174233438609, 116.46162552555603, 108.55181036808862, 116.99774156372389, 116.50867112828064, 115.67139566199853, 109.69149708786378, 117.20844615666208, 111.44995372519757, 106.06258770411678]"
R_easy_002,rollout,easy,E_easy_002,,,,,,,,"[0.0254, -0.0025, 0.0301, -0.0473, 0.0048, -0.0441, 0.0058, -0.0254, -0.0475, -0.0302, 0.0273, -0.0048, 0.0441, -0.0058, -0.0346, 0.0276, -0.0498, 0.0528, 0.0048, 0.0359, -0.0442, 0.0045, 0.0024, 0.0497, -0.0028, -0.0049, -0.0359, -0.0358, 0.0255, -0.0023]","[0.18834643087359068, 0.18584643087359068, 0.21594643087359067, 0.16864643087359066, 0.17344643087359066, 0.12934643087359066, 0.13514643087359066, 0.10974643087359065, 0.06224643087359065, 0.032046430873590645, 0.05934643087359065, 0.05454643087359065, 0.09864643087359065, 0.09284643087359065, 0.05824643087359065, 0.08584643087359065, 0.03604643087359065, 0.08884643087359065, 0.09364643087359065, 0.12954643087359063, 0.08534643087359063, 0.08984643087359064, 0.09224643087359063, 0.14194643087359063, 0.13914643087359063, 0.13424643087359064, 0.09834643087359064, 0.06254643087359064, 0.08804643087359064, 0.08574643087359064]","[134.17391639709115, 133.81108037762732, 139.3667104065973, 131.27228472335153, 132.16802131143587, 124.57847703008616, 125.59910409307808, 121.22102463145642, 113.05783039404191, 107.86550550143906, 112.72073131093086, 111.87768470026026, 119.76146849505884, 118.74019793824412, 112.76317463835314, 117.69467352066208, 109.08925671640682, 118.55485904054103, 119.39485715688346, 125.8582688632766, 118.16340903271856, 118.94917869267951, 119.35560050625813, 128.33381452459804, 127.81470607662209, 126.93078803190069, 120.65812029213411, 114.41040057933158, 118.99422494212094, 118.56476856526953]"
R_easy_003,rollout,easy,E_easy_003,,,,,,,,"[-0.0346, -0.0025, -0.0299, 0.0527, -0.0252, -0.0441, 0.0358, 0.0546, 0.0525, 0.0298, 0.0473, 0.0452, -0.0059, -0.0358, 0.0254, 0.0276, -0.0298, -0.0472, 0.0348, -0.0241, 0.0558, -0.0255, -0.0476, 0.0297, -0.0528, -0.0349, -0.0059, 0.0442, -0.0345, -0.0323]","[0.0725296474480937, 0.0700296474480937, 0.040129647448093705, 0.0928296474480937, 0.0676296474480937, 0.023529647448093702, 0.0593296474480937, 0.1139296474480937, 0.1664296474480937, 0.19622964744809368, 0.2435296474480937, 0.2887296474480937, 0.2828296474480937, 0.2470296474480937, 0.27242964744809367, 0.3000296474480937, 0.2702296474480937, 0.2230296474480937, 0.25782964744809367, 0.23372964744809366, 0.2895296474480937, 0.26402964744809365, 0.21642964744809365, 0.24612964744809365, 0.19332964744809367, 0.15842964744809368, 0.1525296474480937, 0.19672964744809368, 0.16222964744809368, 0.12992964744809368]","[113.92438065021997, 113.50416955590124, 108.5925348129807, 117.65082367237048, 113.49100914294559, 106.2238576441729, 112.37775754431495, 121.82474038688441, 131.00879401394081, 136.33181158878006, 144.90028869867075, 153.2891674525512, 152.61756294188126, 146.77212844122502, 151.61566442699427, 156.96173700560897, 152.1399102734427, 144.19360611385912, 150.72601424269283, 146.74417678832262, 157.23174429134966, 153.05411348966277, 144.8948600476924, 150.5239742275048, 141.36300954302553, 135.24765611884652, 134.18069081648736, 142.31872360900886, 136.262804572351, 130.5709481448527]"
R_easy_004,rollout,easy,E_easy_004,,,,,,,,"[-0.0046, 0.0275, 0.0501, -0.0273, 0.0548, -0.0441, 0.0058, 0.0346, -0.0475, -0.0502, -0.0027, 0.0452, -0.0059, 0.0442, 0.0254, -0.0024, 0.0302, -0.0472, -0.0452, 0.0359, 0.0358, -0.0255, 0.0024, -0.0003, 0.0472, -0.0049, -0.0059, -0.0358, -0.0045, 0.0277]","[0.0824135825180543, 0.1099135825180543, 0.1600135825180543, 0.13271358251805432, 0.18751358251805433, 0.14341358251805433, 0.14921358251805433, 0.18381358251805432, 0.1363135825180543, 0.08611358251805432, 0.08341358251805432, 0.12861358251805433, 0.12271358251805432, 0.16691358251805433, 0.19231358251805433, 0.18991358251805432, 0.22011358251805432, 0.17291358251805433, 0.12771358251805434, 0.16361358251805436, 0.19941358251805436, 0.17391358251805436, 0.17631358251805437, 0.17601358251805438, 0.22321358251805437, 0.21831358251805438, 0.2124135825180544, 0.1766135825180544, 0.1721135825180544, 0.1998135825180544]","[112.33304735719396, 116.04958416628753, 122.86447718424125, 119.2816344464197, 126.80037341019512, 120.99947515688292, 121.778351885914, 126.5464960039225, 120.28557322493727, 113.67399258586389, 113.30643673010908, 119.46560522124173, 118.67412676506756, 124.74096705069155, 128.27958323727037, 128.0040964605597, 132.25821054845588, 126.01272828497459, 120.00196204109974, 124.94895205541461, 129.95107274499577, 126.5704550188462, 126.92034494003666, 126.89768459719014, 133.53405396448335, 132.96032636719318, 132.24255775176417, 127.46828680880964, 126.87534019087641, 130.7780540347544]"
R_easy_005,rollout,easy,E_easy_005,,,,,,,,"[-0.0346, 0.0275, 0.0501, 0.0027, -0.0252, 0.0359, 0.0558, 0.0546, -0.0475, -0.0302, -0.0327, -0.0348, 0.0241, -0.0058, -0.0546, 0.0276, 0.0302, -0.0472, 0.0548, -0.0441, 0.0558, -0.0455, 0.0524, 0.0497, 0.0472, 0.0251, 0.0241, 0.0242, 0.0255, -0.0523]","[0.0, 0.0275, 0.0776, 0.0803, 0.055099999999999996, 0.091, 0.14679999999999999, 0.2014, 0.15389999999999998, 0.12369999999999998, 0.09099999999999997, 0.05619999999999997, 0.08029999999999997, 0.07449999999999997, 0.019899999999999966, 0.047499999999999966, 0.07769999999999996, 0.030499999999999965, 0.08529999999999996, 0.04119999999999996, 0.09699999999999996, 0.05149999999999996, 0.10389999999999996, 0.15359999999999996, 0.20079999999999995, 0.22589999999999996, 0.24999999999999997, 0.2742, 0.2997, 0.2474]","[101.57653139022962, 105.30564651737656, 112.14179150272092, 112.49714352165343, 109.21899558222198, 114.13138570535581, 121.8192815295448, 129.5122276511309, 123.26189859718619, 119.27752345271901, 114.969359030655, 110.3903778818781, 113.70340174048627, 112.92005452331395, 105.74254839364279, 109.53434437558334, 113.69887252894736, 107.46530864146972, 115.05390472857593, 109.20386520165252, 116.95763096082669, 110.89737369433175, 118.19918031553732, 125.17264395188721, 131.94118895054277, 135.65514218213974, 139.30058979118732, 143.03805790415802, 147.04855952083187, 140.085054589364]"
R_easy_006,rollout,easy,E_easy_006,,,,,,,,"[-0.0046, 0.0475, 0.0301, 0.0327, 0.0048, 0.0359, -0.0242, 0.0346, -0.0275, 0.0298, 0.0473, -0.0548, -0.0059, -0.0558, 0.0254, -0.0524, 0.0502, -0.0472, 0.0548, 0.0359, 0.0058, 0.0345, 0.0324, 0.0497, -0.0528, -0.0349, -0.0559, -0.0058, -0.0345, -0.0023]","[0.10340527102052494, 0.15090527102052492, 0.1810052710205249, 0.21370527102052492, 0.21850527102052492, 0.2544052710205249, 0.2302052710205249, 0.2648052710205249, 0.23730527102052493, 0.26710527102052495, 0.31440527102052496, 0.25960527102052494, 0.2537052710205249, 0.1979052710205249, 0.22330527102052491, 0.1709052710205249, 0.2211052710205249, 0.17390527102052492, 0.2287052710205249, 0.2646052710205249, 0.2704052710205249, 0.3049052710205249, 0.3373052710205249, 0.3870052710205249, 0.3342052710205249, 0.2993052710205249, 0.2434052710205249, 0.2376052710205249, 0.2031052710205249, 0.2008052710205249]","[116.75153590220765, 123.67263554528212, 128.12108143795513, 133.0273943002221, 133.8378644179607, 139.3229321284597, 136.01638703354666, 141.34972657038662, 137.5679886558234, 142.2070852741359, 149.59609927027978, 141.8884954168148, 141.19844600015935, 133.21154096000905, 137.1219931180813, 129.55956802624365, 137.19804188532518, 130.3660663484547, 138.7345379928752, 144.3516310380163, 145.4174807953441, 150.94008779816545, 156.23872938479167, 164.35651228776766, 156.82163067965377, 151.8612960710162, 143.6537787497395, 142.8926474811846, 137.7919074687495, 137.48115469378027]"
R_easy_007,rollout,easy,E_easy_007,,,,,,,,"[-0.0546, -0.0025, 0.0501, 0.0027, 0.0048, 0.0359, 0.0058, 0.0546, 0.0325, -0.0002, -0.0327, 0.0452, 0.0241, 0.0442, -0.0546, 0.0476, 0.0302, -0.0472, 0.0048, 0.0359, -0.0442, 0.0045, 0.0324, -0.0503, -0.0028, -0.0049, -0.0359, 0.0442, 0.0255, -0.0523]","[0.04989999999999998, 0.04739999999999998, 0.09749999999999998, 0.10019999999999997, 0.10499999999999997, 0.14089999999999997, 0.14669999999999997, 0.20129999999999998, 0.23379999999999998, 0.23359999999999997, 0.20089999999999997, 0.24609999999999996, 0.27019999999999994, 0.31439999999999996, 0.2598, 0.3074, 0.3376, 0.2904, 0.2952, 0.3311, 0.2869, 0.2914, 0.3238, 0.27349999999999997, 0.27069999999999994, 0.2657999999999999, 0.22989999999999994, 0.27409999999999995, 0.2996, 0.24729999999999996]","[113.46746119648942, 113.0230344575573, 121.96362871665566, 122.41253453183667, 123.23997461420095, 129.69889693632354, 130.7104214127592, 140.87411957046163, 147.20225000736934, 147.47937146126634, 142.0604400150211, 150.86849815307318, 155.89580804267024, 165.02899664714045, 155.86515717193225, 165.68236706044814, 172.3856255024681, 164.46765596692592, 165.98849507291015, 173.83765212314188, 166.2885217642559, 167.72831393525664, 174.91176771848566, 166.02384479486426, 165.93239961827442, 165.42113204118138, 158.94615925867177, 168.27301754873776, 174.01560386660526, 164.38827983563468]"
R_easy_008,rollout,easy,E_easy_008,,,,,,,,"[0.0454, -0.0325, 0.0501, -0.0473, 0.0348, 0.0559, 0.0358, 0.0346, 0.0325, -0.0502, -0.0327, -0.0548, -0.0059, 0.0242, 0.0254, 0.0476, -0.0498, 0.0328, -0.0252, -0.0241, 0.0358, 0.0545, 0.0024, -0.0503, -0.0028, -0.0549, 0.0441, 0.0242, -0.0345, -0.0523]","[0.10084242569833962, 0.06834242569833962, 0.11844242569833963, 0.07114242569833962, 0.10594242569833962, 0.16184242569833962, 0.19764242569833962, 0.2322424256983396, 0.2647424256983396, 0.21454242569833962, 0.1818424256983396, 0.12704242569833962, 0.12114242569833962, 0.1453424256983396, 0.1707424256983396, 0.21834242569833962, 0.1685424256983396, 0.2013424256983396, 0.1761424256983396, 0.1520424256983396, 0.1878424256983396, 0.24234242569833958, 0.2447424256983396, 0.19444242569833958, 0.19164242569833959, 0.13674242569833958, 0.18084242569833958, 0.20504242569833958, 0.17054242569833958, 0.11824242569833958]","[119.69456504171771, 114.28792770568828, 122.84707476342247, 114.96864158399185, 120.91228974484524, 130.53525112655333, 136.7851835940537, 142.91644458222743, 148.77195845013853, 140.38788000056195, 134.89378527023925, 125.62895448654999, 124.60017631613988, 128.7673210313012, 133.18707657677618, 141.58983282503456, 133.1484469895289, 138.93839601675506, 134.66582416097472, 130.54112321850675, 136.8331348537462, 146.5483847510058, 147.09996342923029, 138.5368404007865, 138.08266432379006, 128.6671597615337, 136.4324560426076, 140.75292545196018, 134.82718282412984, 125.83254940539123]"
R_easy_009,rollout,easy,E_easy_009,,,,,,,,"[0.0254, 0.0475, 0.0301, 0.0027, 0.0048, -0.0241, 0.0058, -0.0254, -0.0475, 0.0298, -0.0027, -0.0348, 0.0241, -0.0058, 0.0454, 0.0276, 0.0302, -0.0272, 0.0348, 0.0059, 0.0058, 0.0345, -0.0276, -0.0003, 0.0272, 0.0451, 0.0441, -0.0058, -0.0045, 0.0277]","[0.052265665860696954, 0.09976566586069696, 0.12986566586069695, 0.13256566586069696, 0.13736566586069696, 0.11326566586069696, 0.11906566586069696, 0.09366566586069697, 0.04616566586069697, 0.07596566586069697, 0.07326566586069698, 0.03846566586069698, 0.06256566586069698, 0.05676566586069698, 0.10216566586069697, 0.129765665860697, 0.159965665860697, 0.132765665860697, 0.167565665860697, 0.17346566586069698, 0.17926566586069698, 0.21376566586069698, 0.186165665860697, 0.185865665860697, 0.213065665860697, 0.258165665860697, 0.30226566586069703, 0.296465665860697, 0.291965665860697, 0.319665665860697]","[109.51423962982525, 116.38756784203719, 120.76676196623639, 121.13936976863056, 121.82015664718757, 118.56740581856826, 119.39382710770165, 115.96734810537941, 109.58540697003183, 113.90768180947109, 113.52131118823807, 108.82611589930039, 112.3193386124865, 111.51430483983229, 118.15261242731928, 122.20313633577864, 126.6944684902017, 122.95141708622226, 128.16819393060447, 129.09632237845602, 130.0308256169776, 135.42124264802976, 131.692810749396, 131.73483885223555, 136.04045587457543, 143.2923121032264, 150.6505882702966, 150.3431660108533, 150.1947790431891, 155.1517392622715]"
